"Composite List",,,,,,,,,,,,,,,,
"Well position in plate","Cocktail #","Commercial Code","Chemical Additive","Chemical Formula",Concentration,"Chemical Additive",Concentration,pH,"Chemical Additive",Concentration,"Chemical Additive",Concentration,,,,
1477,13_C0190,"HR Ionic Liquid 22","Tetrabutylphosphonium bromide",C16H36BrP,"5% w/v",HEPES,"0.09 M",6.8,NaCl,"0.9 M",,,,,,
1481,13_C0191,"HR Ionic Liquid 23","Triisobutylmethylphosphonium tosylate",C20H37O3PS,"5% w/v",HEPES,"0.09 M",6.8,NaCl,"0.9 M",,,,,,
1485,13_C0192,"HR Ionic Liquid 24","1-Butylpyridinium chloride",C9H14ClN,"5% w/v",HEPES,"0.09 M",6.8,NaCl,"0.9 M",,,,,,
3,13_C0193,"HR Grid Screen Ammonium Sulfate-A1","Ammonium sulfate ",,"0.8 M","Citric acid","0.1 M",4,,,,,,,,
7,13_C0194,"HR Grid Screen Ammonium Sulfate-A2","Ammonium sulfate ",,"0.8 M","Citric acid","0.1 M",5,,,,,,,,
11,13_C0195,"HR Grid Screen Ammonium Sulfate-A3","Ammonium sulfate ",,"0.8 M","MES monohydrate","0.1 M",6,,,,,,,,
15,13_C0196,"HR Grid Screen Ammonium Sulfate-A4","Ammonium sulfate ",,"0.8 M",HEPES,"0.1 M",7,,,,,,,,
19,13_C0197,"HR Grid Screen Ammonium Sulfate-A5","Ammonium sulfate ",,"0.8 M",Tris,"0.1 M",8,,,,,,,,
23,13_C0198,"HR Grid Screen Ammonium Sulfate-A6","Ammonium sulfate ",,"0.8 M",BICINE,"0.1 M",9,,,,,,,,
27,13_C0199,"HR Grid Screen Ammonium Sulfate-B1","Ammonium sulfate ",,"1.6 M","Citric acid","0.1 M",4,,,,,,,,
31,13_C0200,"HR Grid Screen Ammonium Sulfate-B2","Ammonium sulfate ",,"1.6 M","Citric acid","0.1 M",5,,,,,,,,
35,13_C0201,"HR Grid Screen Ammonium Sulfate-B3","Ammonium sulfate ",,"1.6 M","MES monohydrate","0.1 M",6,,,,,,,,
39,13_C0202,"HR Grid Screen Ammonium Sulfate-B4","Ammonium sulfate ",,"1.6 M",HEPES,"0.1 M",7,,,,,,,,
43,13_C0203,"HR Grid Screen Ammonium Sulfate-B5","Ammonium sulfate ",,"1.6 M",Tris,"0.1 M",8,,,,,,,,
47,13_C0204,"HR Grid Screen Ammonium Sulfate-B6","Ammonium sulfate ",,"1.6 M",BICINE,"0.1 M",9,,,,,,,,
195,13_C0205,"HR Grid Screen Ammonium Sulfate-C1","Ammonium sulfate ",,"2.4 M","Citric acid","0.1 M",4,,,,,,,,
199,13_C0206,"HR Grid Screen Ammonium Sulfate-C2","Ammonium sulfate ",,"2.4 M","Citric acid","0.1 M",5,,,,,,,,
203,13_C0207,"HR Grid Screen Ammonium Sulfate-C3","Ammonium sulfate ",,"2.4 M","MES monohydrate","0.1 M",6,,,,,,,,
207,13_C0208,"HR Grid Screen Ammonium Sulfate-C4","Ammonium sulfate ",,"2.4 M",HEPES,"0.1 M",7,,,,,,,,
211,13_C0209,"HR Grid Screen Ammonium Sulfate-C5","Ammonium sulfate ",,"2.4 M",Tris,"0.1 M",8,,,,,,,,
215,13_C0210,"HR Grid Screen Ammonium Sulfate-C6","Ammonium sulfate ",,"2.4 M",BICINE,"0.1 M",9,,,,,,,,
219,13_C0211,"HR Grid Screen Ammonium Sulfate-D1","Ammonium sulfate ",,"3.0 M","Citric acid","0.1 M",4,,,,,,,,
223,13_C0212,"HR Grid Screen Ammonium Sulfate-D2","Ammonium sulfate ",,"3.0 M","Citric acid","0.1 M",5,,,,,,,,
227,13_C0213,"HR Grid Screen Ammonium Sulfate-D3","Ammonium sulfate ",,"3.0 M","MES monohydrate","0.1 M",6,,,,,,,,
231,13_C0214,"HR Grid Screen Ammonium Sulfate-D4","Ammonium sulfate ",,"3.0 M",HEPES,"0.1 M",7,,,,,,,,
235,13_C0215,"HR Grid Screen Ammonium Sulfate-D5","Ammonium sulfate ",,"3.0 M",Tris,"0.1 M",8,,,,,,,,
239,13_C0216,"HR Grid Screen Ammonium Sulfate-D6","Ammonium sulfate ",,"3.0 M",BICINE,"0.1 M",9,,,,,,,,
387,13_C0217,,"Water Control",,,,,,,,,,,,,
391,13_C0218,,TCEP,,"0.02 M",,,,,,,,,,,
395,13_C0219,,Glycerol,,"20% (v/v)",,,,,,,,,,,
399,13_C0220,,"Trichloroacetic acid (TCA)",,"15% (v/v)",,,,,,,,,,,
403,13_C0221,,"Ammonium hydroxide",,"0.1 M",,,,,,,,,,,
407,13_C0222,,"Acetic acid",,"0.1 M",,,,,,,,,,,
411,13_C0223,"HR Crystal Screen Cryo - 1","Calcium chloride dihydrate",,0.02M,"Sodium Acetate trihydrate","0.1 M",4.6,"2-Methyl-2,4-pentanediol","30% (v/v)",,,,,,
415,13_C0224,"HR Crystal Screen Cryo - 2","Potassium sodium tartrate tetrahydrate",,0.26M,,,,"Glycerol ","35% (v/v)",,,,,,
419,13_C0225,"HR Crystal Screen Cryo - 3","Ammonium phosphate monobasic"," ",0.26M,,,,"Glycerol ","35% (v/v)",,,,,,
423,13_C0226,"HR Crystal Screen Cryo - 24","Calcium Chloride dihydrate",,0.14M,"Sodium Acetate trihydrate",0.07M,4.6,2-Propanol,"14% (v/v)","Glycerol ","30% (v/v)",,,,
427,13_C0227,"HR Crystal Screen Cryo - 25",," ",,Imidazole,0.07M,6.5,"Sodium Acetate trihydrate ",0.7M,"Glycerol ","30% (v/v)",,,,
431,13_C0228,"HR Crystal Screen Cryo - 28","Sodium Acetate trihydrate",,0.17M,"Sodium Cacodylate trihydrate",0.085M,6.5,"PEG 8000","25.5% (w/v)","Glycerol ","15% (v/v)",,,,
579,13_C0229,"HR Crystal Screen Cryo - 43",,,,,,,"Polyethylene Glycol 1500","24% (w/v)","Glycerol ","20% (v/v)",,,,
583,13_C0230,"HR Crystal Screen Cryo - 47","Ammonium sulfate",,1.6M,"Sodium acetate trihydrate",0.08M,4.6,,,"Glycerol ","20% (v/v)",,,,
587,13_C0231,"HR Crystal Screen Cryo - 29",,,,HEPES-Na,0.065M,7.5,"Potassium Sodium Tartrate tetrahydrate",0.52M,"Glycerol ","35% (v/v)",,,,
591,13_C0232,"HR Crystal Screen Cryo - 30","Ammonium sulfate",,0.17M,,,,"PEG 8000","25.5% (w/v)","Glycerol ","15% (v/v)",,,,
595,13_C0233,"HR Crystal Screen Cryo - 48","Ammonium phosphate monobasic",,1.6M,"TRIS hydrochloride",0.08M,8.5,,,"Glycerol ","20% (v/v)",,,,
599,13_C0234,"HR Crystal Screen Cryo - 49","Lithium sulfate monohydrate",,0.8M,,,,"Polyethylene glycol 8,000","1.6% (w/v)","Glycerol ","20% (v/v)",,,,
603,13_C0235,"HR Crystal Screen Cryo - 50","Lithium sulfate monohydrate",,0.4M,,,,"Polyethylene glycol 8,000","12% (w/v)","Glycerol ","20% (v/v)",,,,
607,13_C0236,"HR Crystal Screen Cryo - 31","Ammonium Sulfate",,0.17M,,,,"PEG 4000","25.5% (w/v)","Glycerol ","15% (v/v)",,,,
611,13_C0237,"HR Crystal Screen Cryo - 4","Ammonium Sulfate",,1.5M,"Tris Hydrochloride",0.075M,8.5,"Glycerol ","25% (v/v)",,,,,,
615,13_C0238,,"Ammonium bromide",NH4Br,"0.1 M",CAPS,"0.1 M",10,"PEG 20000","12% (w/v)",,,,,,
619,13_C0239,,"Ammonium bromide",NH4Br,"0.1 M",TAPS,"0.1 M",9,"PEG 20000","12% (w/v)",,,,,,
623,13_C0240,,"Ammonium bromide",NH4Br,"0.1 M","Bis-Tris Propane","0.1 M",7,"PEG 20000","12% (w/v)",,,,,,
771,13_C0241,,"Ammonium bromide",NH4Br,"0.1 M",HEPES,"0.1 M",7.5,"PEG 20000","12% (w/v)",,,,,,
775,13_C0242,,"Ammonium chloride",NH4Cl,"0.1 M",MES,"0.1 M",6,"PEG 20000","12% (w/v)",,,,,,
779,13_C0243,,"Ammonium chloride",NH4Cl,"0.1 M","Sodium Citrate","0.1 M",4.2,"PEG 20000","12% (w/v)",,,,,,
783,13_C0244,,"Ammonium nitrate",NH4NO3,"0.1 M",MES,"0.1 M",6,"PEG 20000","12% (w/v)",,,,,,
787,13_C0245,,"Ammonium nitrate",NH4NO3,"0.1 M",TAPS,"0.1 M",9,"PEG 20000","12% (w/v)",,,,,,
791,13_C0246,,"Ammonium phosphate-monobasic",NH4H2PO4,"0.1 M",CAPS,"0.1 M",10,"PEG 20000","12% (w/v)",,,,,,
795,13_C0247,,"Ammonium phosphate-monobasic",NH4H2PO4,"0.1 M",HEPES,"0.1 M",7.5,"PEG 20000","12% (w/v)",,,,,,
799,13_C0248,,"Ammonium phosphate-dibasic",(NH4)2HPO4,"0.1 M",CAPS,"0.1 M",10,"PEG 20000","12% (w/v)",,,,,,
803,13_C0249,,"Ammonium sulfate",(NH4)2SO4,"0.1 M","Bis-Tris Propane","0.1 M",7,"PEG 20000","12% (w/v)",,,,,,
807,13_C0250,"HR Crystal Screen Cryo - 5","Sodium Citrate tribasic dihydrate",,"0.2 M",HEPES-Na,"0.1 M",7.5,"2-Methyl-2,4-pentanediol","30% (v/v)",,,,,,
811,13_C0251,"HR Crystal Screen Cryo - 6","Magnesium Chloride hexahydrate",,"0.16 M","Tris Hydrochloride","0.08 M",8.5,"PEG 4000","24% (w/v)","Glycerol ","20% (v/v)",,,,
815,13_C0252,"HR Crystal Screen Cryo - 7",,,,"Sodium Cacodylate trihydrate","0.07 M",6.5,"Sodium Acetate trihydrate ",0.98M,"Glycerol ","30% (v/v)",,,,
963,13_C0253,,"Lithium bromide",LiBr,"0.1 M","Bis-Tris Propane","0.1 M",7,"PEG 20000","12% (w/v)",,,,,,
967,13_C0254,,"Lithium bromide",LiBr,"0.1 M",TAPS,"0.1 M",9,"PEG 20000","12% (w/v)",,,,,,
971,13_C0255,,"Lithium chloride",LiCl,"0.1 M",TAPS,"0.1 M",9,"PEG 20000","12% (w/v)",,,,,,
975,13_C0256,,"Lithium chloride",LiCl,"0.1 M","Sodium Acetate","0.1 M",5,"PEG 20000","12% (w/v)",,,,,,
979,13_C0257,,"Lithium chloride",LiCl,"0.1 M",CAPS,"0.1 M",10,"PEG 20000","12% (w/v)",,,,,,
983,13_C0258,,"Lithium chloride",LiCl,"0.1 M",MES,"0.1 M",6,"PEG 20000","12% (w/v)",,,,,,
987,13_C0259,,"Magnesium Acetate tetrahydrate",Mg(C2H3O2)2*4H2O,"0.1 M",TAPS,"0.1 M",9,"PEG 20000","12% (w/v)",,,,,,
991,13_C0260,,"Magnesium chloride hexahydrate",MgCl2*6H2O,"0.1 M",Tris,"0.1 M",8,"PEG 20000","12% (w/v)",,,,,,
995,13_C0261,,"Magnesium chloride hexahydrate",MgCl2*6H2O,"0.1 M","Sodium Citrate","0.1 M",4.2,"PEG 20000","12% (w/v)",,,,,,
999,13_C0262,,"Magnesium chloride hexahydrate",MgCl2*6H2O,"0.1 M","Bis-Tris Propane","0.1 M",7,"PEG 20000","12% (w/v)",,,,,,
1003,13_C0263,"HR Crystal Screen Cryo - 8","Sodium Citrate tribasic dihydrate",,"0.14 M","Sodium Cacodylate trihydrate","0.07 M ",6.5,2-Propanol,"21% (v/v)","Glycerol ","30% (v/v)",,,,
1007,13_C0264,,"Manganese chloride tetrahydrate",MnCl2*4H2O,"0.1 M",MES,"0.1 M",6,"PEG 20000","12% (w/v)",,,,,,
1155,13_C0265,,"Manganese chloride tetrahydrate",MnCl2*4H2O,"0.1 M","Sodium Citrate","0.1 M",4.2,"PEG 20000","12% (w/v)",,,,,,
1159,13_C0266,,"Potassium acetate",KC2H3O2,"0.1 M",HEPES,"0.1 M",7.5,"PEG 20000","12% (w/v)",,,,,,
1163,13_C0267,,"Potassium acetate",KC2H3O2,"0.1 M","Bis-Tris Propane","0.1 M",7,"PEG 20000","12% (w/v)",,,,,,
1167,13_C0268,,"Potassium acetate",KC2H3O2,"0.1 M",Tris,"0.1 M",8,"PEG 20000","12% (w/v)",,,,,,
1171,13_C0269,,"Potassium acetate",KC2H3O2,"0.1 M",MES,"0.1 M",6,"PEG 20000","12% (w/v)",,,,,,
1175,13_C0270,,"Potassium bromide",KBr,"0.1 M",HEPES,"0.1 M",7.5,"PEG 20000","12% (w/v)",,,,,,
1179,13_C0271,,"Potassium bromide",KBr,"0.1 M","Sodium Acetate","0.1 M",5,"PEG 20000","12% (w/v)",,,,,,
1183,13_C0272,,"Potassium bromide",KBr,"0.1 M",Tris,"0.1 M",8,"PEG 20000","12% (w/v)",,,,,,
1187,13_C0273,,"Potassium carbonate",K2CO3,"0.1 M",TAPS,"0.1 M",9,"PEG 20000","12% (w/v)",,,,,,
1191,13_C0274,,"Potassium carbonate",K2CO3,"0.1 M","Sodium Acetate","0.1 M",5,"PEG 20000","12% (w/v)",,,,,,
1195,13_C0275,,"Potassium carbonate",K2CO3,"0.1 M",HEPES,"0.1 M",7.5,"PEG 20000","12% (w/v)",,,,,,
1199,13_C0276,,"Potassium chloride",KCl,"0.1 M",CAPS,"0.1 M",10,"PEG 20000","12% (w/v)",,,,,,
1347,13_C0277,,"Potassium chloride",KCl,"0.1 M",HEPES,"0.1 M",7.5,"PEG 20000","12% (w/v)",,,,,,
1351,13_C0278,,"Potassium nitrate",KNO3,"0.1 M",MES,"0.1 M",6,"PEG 20000","12% (w/v)",,,,,,
1355,13_C0279,,"Potassium nitrate",KNO3,"0.1 M",Tris,"0.1 M",8,"PEG 20000","12% (w/v)",,,,,,
1359,13_C0280,,"Potassium nitrate",KNO3,"0.1 M","Sodium Citrate","0.1 M",4.2,"PEG 20000","12% (w/v)",,,,,,
1363,13_C0281,,"Potassium phosphate-monobasic",KH2PO4,"0.1 M",Tris,"0.1 M",8,"PEG 20000","12% (w/v)",,,,,,
1367,13_C0282,,"Potassium phosphate-monobasic",KH2PO4,"0.1 M","Sodium Acetate","0.1 M",5,"PEG 20000","12% (w/v)",,,,,,
1371,13_C0283,,"Potassium phosphate-monobasic",KH2PO4,"0.1 M",MES,"0.1 M",6,"PEG 20000","12% (w/v)",,,,,,
1375,13_C0284,,"Potassium phosphate-monobasic",KH2PO4,"0.1 M",TAPS,"0.1 M",9,"PEG 20000","12% (w/v)",,,,,,
1379,13_C0285,,"Potassium thiocyanate",KSCN,"0.1 M","Bis-Tris Propane","0.1 M",7,"PEG 20000","12% (w/v)",,,,,,
1383,13_C0286,,"Rubidium chloride",RbCl,"0.1 M","Sodium Citrate","0.1 M",4.2,"PEG 20000","12% (w/v)",,,,,,
1387,13_C0287,,"Rubidium chloride",RbCl,"0.1 M",CAPS,"0.1 M",10,"PEG 20000","12% (w/v)",,,,,,
1391,13_C0288,,"Rubidium chloride",RbCl,"0.1 M",TAPS,"0.1 M",9,"PEG 20000","12% (w/v)",,,,,,
99,13_C0289,,"Sodium bromide",NaBr,"0.1 M","Sodium Citrate","0.1 M",4.2,"PEG 20000","12% (w/v)",,,,,,
103,13_C0290,,"Sodium bromide",NaBr,"0.1 M",CAPS,"0.1 M",10,"PEG 20000","12% (w/v)",,,,,,
107,13_C0291,,"Sodium chloride",NaCl,"0.1 M",HEPES,"0.1 M",7.5,"PEG 20000","12% (w/v)",,,,,,
111,13_C0292,,"Sodium chloride",NaCl,"0.1 M",Tris,"0.1 M",8,"PEG 20000","12% (w/v)",,,,,,
115,13_C0293,,"Sodium molybdate dihydrate",Na2MoO4*2H2O,"0.1 M","Bis-Tris Propane","0.1 M",7,"PEG 20000","12% (w/v)",,,,,,
119,13_C0294,,"Sodium molybdate dihydrate",Na2MoO4*2H2O,"0.1 M",Tris,"0.1 M",8,"PEG 20000","12% (w/v)",,,,,,
123,13_C0295,,"Sodium nitrate",NaNO3,"0.1 M","Bis-Tris Propane","0.1 M",7,"PEG 20000","12% (w/v)",,,,,,
127,13_C0296,,"Sodium phosphate-monobasic",NaH2PO4,"0.1 M","Sodium Citrate","0.1 M",4.2,"PEG 20000","12% (w/v)",,,,,,
131,13_C0297,,"Sodium phosphate-monobasic",NaH2PO4,"0.1 M",MES,"0.1 M",6,"PEG 20000","12% (w/v)",,,,,,
135,13_C0298,,"Sodium thiosulfate pentahydrate",Na2S2O3*5H2O,"0.1 M",Tris,"0.1 M",8,"PEG 20000","12% (w/v)",,,,,,
139,13_C0299,,"Zinc Acetate dihydrate",Zn(C2H3O2)2*2H2O,"0.1 M",MES,"0.1 M",6,"PEG 20000","12% (w/v)",,,,,,
143,13_C0300,,"Zinc Acetate dihydrate",Zn(C2H3O2)2*2H2O,"0.1 M","Sodium Acetate","0.1 M",5,"PEG 20000","12% (w/v)",,,,,,
291,13_C0301,,"Potassium phosphate dibasic",K2HPO4,"0.1 M",CAPS,"0.1 M",10,"PEG 20000","12% (w/v)",,,,,,
295,13_C0302,,"Cobalt sulfate heptahydrate",CoSO4*7H2O,"0.1 M","Bis-Tris Propane","0.1 M",7,"PEG 20000","12% (w/v)",,,,,,
299,13_C0303,,"Lithium sulfate monohydrate",Li2SO4*H2O,"0.1 M",MES,"0.1 M",6,"PEG 20000","12% (w/v)",,,,,,
303,13_C0304,,"Lithium sulfate monohydrate",Li2SO4*H2O,"0.1 M","Sodium Citrate","0.1 M",4.2,"PEG 20000","12% (w/v)",,,,,,
307,13_C0305,,"Potassium phosphate-tribasic",K3PO4,"0.1 M",TAPS,"0.1 M",9,"PEG 20000","12% (w/v)",,,,,,
311,13_C0306,,"Potassium phosphate-tribasic",K3PO4,"0.1 M",CAPS,"0.1 M",10,"PEG 20000","12% (w/v)",,,,,,
315,13_C0307,,"Ammonium thiocyanate",NH4SCN,"0.1 M",HEPES,"0.1 M",7.5,"PEG 20000","12% (w/v)",,,,,,
319,13_C0308,,"Manganese sulfate monohydrate",MnSO4*H2O,"0.1 M","Sodium Acetate","0.1 M",5,"PEG 20000","12% (w/v)",,,,,,
323,13_C0309,"HR Crystal Screen Cryo - 32",,,,,,,"Ammonium Sulfate",1.5M,"Glycerol ","25% (v/v)",,,,
327,13_C0310,"HR Crystal Screen Cryo - 33",,,,,,,"Sodium Formate",3.6M,"Glycerol ","10% (v/v)",,,,
331,13_C0311,,"Magnesium nitrate hexahydrate",Mg(NO3)2*6H2O,"0.1 M","Sodium Acetate","0.1 M",5,"PEG 20000","12% (w/v)",,,,,,
335,13_C0312,,"Magnesium nitrate hexahydrate",Mg(NO3)2*6H2O,"0.1 M",Tris,"0.1 M",8,"PEG 20000","12% (w/v)",,,,,,
483,13_C0313,,"Magnesium nitrate hexahydrate",Mg(NO3)2*6H2O,"0.1 M","Bis-Tris Propane","0.1 M",7,"PEG 20000","12% (w/v)",,,,,,
487,13_C0314,,"Ammonium bromide",NH4Br,"0.1 M","Bis-Tris Propane","0.1 M",7,"PEG 20000","24% (w/v)",,,,,,
491,13_C0315,,"Ammonium chloride",NH4Cl,"0.1 M",MES,"0.1 M",6,"PEG 20000","24% (w/v)",,,,,,
495,13_C0316,,"Ammonium chloride",NH4Cl,"0.1 M","Bis-Tris Propane","0.1 M",7,"PEG 20000","24% (w/v)",,,,,,
499,13_C0317,,"Ammonium nitrate",NH4NO3,"0.1 M",Tris,"0.1 M",8,"PEG 20000","24% (w/v)",,,,,,
503,13_C0318,,"Ammonium nitrate",NH4NO3,"0.1 M","Sodium Acetate","0.1 M",5,"PEG 20000","24% (w/v)",,,,,,
507,13_C0319,,"Ammonium phosphate-monobasic",NH4H2PO4,"0.1 M","Sodium Citrate","0.1 M",4.2,"PEG 20000","24% (w/v)",,,,,,
511,13_C0320,,"Ammonium phosphate-monobasic",NH4H2PO4,"0.1 M",Tris,"0.1 M",8,"PEG 20000","24% (w/v)",,,,,,
515,13_C0321,,"Ammonium phosphate-dibasic",(NH4)2HPO4,"0.1 M","Bis-Tris Propane","0.1 M",7,"PEG 20000","12% (w/v)",,,,,,
519,13_C0322,,"Ammonium sulfate",(NH4)2SO4,"0.1 M","Sodium Citrate","0.1 M",4.2,"PEG 20000","24% (w/v)",,,,,,
523,13_C0323,,"Ammonium sulfate",(NH4)2SO4,"0.1 M",Tris,"0.1 M",8,"PEG 20000","24% (w/v)",,,,,,
527,13_C0324,,"Ammonium sulfate",(NH4)2SO4,"0.1 M","Sodium Acetate","0.1 M",5,"PEG 20000","24% (w/v)",,,,,,
675,13_C0325,"HR Crystal Screen Cryo - 9","Ammonium Acetate",,"0.17 M","Sodium Citrate tribasic dihydrate","0.085 M",5.6,"PEG 4000","25.5% (w/v)","Glycerol ","15% (v/v)",,,,
679,13_C0326,,"Calcium acetate",Ca(C2H3O2)2,"0.1 M","Bis-Tris Propane","0.1 M",7,"PEG 20000","24% (w/v)",,,,,,
683,13_C0327,,"Lithium bromide",LiBr,"0.1 M",CAPS,"0.1 M",10,"PEG 20000","24% (w/v)",,,,,,
687,13_C0328,,"Lithium bromide",LiBr,"0.1 M",HEPES,"0.1 M",7.5,"PEG 20000","24% (w/v)",,,,,,
691,13_C0329,,"Lithium bromide",LiBr,"0.1 M",MES,"0.1 M",6,"PEG 20000","24% (w/v)",,,,,,
695,13_C0330,,"Lithium chloride",LiCl,"0.1 M",Tris,"0.1 M",8,"PEG 20000","24% (w/v)",,,,,,
699,13_C0331,,"Magnesium Acetate tetrahydrate",Mg(C2H3O2)2*4H2O,"0.1 M",MES,"0.1 M",6,"PEG 20000","24% (w/v)",,,,,,
703,13_C0332,,"Magnesium Acetate tetrahydrate",Mg(C2H3O2)2*4H2O,"0.1 M",TAPS,"0.1 M",9,"PEG 20000","24% (w/v)",,,,,,
707,13_C0333,,"Magnesium Acetate tetrahydrate",Mg(C2H3O2)2*4H2O,"0.1 M","Sodium Acetate","0.1 M",5,"PEG 20000","24% (w/v)",,,,,,
711,13_C0334,,"Magnesium chloride hexahydrate",MgCl2*6H2O,"0.1 M","Sodium Acetate","0.1 M",5,"PEG 20000","24% (w/v)",,,,,,
715,13_C0335,,"Magnesium sulfate heptahydrate",MgSO4*7H2O,"0.1 M","Sodium Acetate","0.1 M",5,"PEG 20000","12% (w/v)",,,,,,
719,13_C0336,,"Magnesium sulfate heptahydrate",MgSO4*7H2O,"0.1 M",MES,"0.1 M",6,"PEG 20000","12% (w/v)",,,,,,
867,13_C0337,,"Magnesium sulfate heptahydrate",MgSO4*7H2O,"0.1 M",TAPS,"0.1 M",9,"PEG 20000","12% (w/v)",,,,,,
871,13_C0338,,"Potassium acetate",KC2H3O2,"0.1 M",TAPS,"0.1 M",9,"PEG 20000","24% (w/v)",,,,,,
875,13_C0339,,"Potassium bromide",KBr,"0.1 M",CAPS,"0.1 M",10,"PEG 20000","24% (w/v)",,,,,,
879,13_C0340,,"Potassium bromide",KBr,"0.1 M",MES,"0.1 M",6,"PEG 20000","24% (w/v)",,,,,,
883,13_C0341,,"Potassium carbonate",K2CO3,"0.1 M",MES,"0.1 M",6,"PEG 20000","24% (w/v)",,,,,,
887,13_C0342,,"Potassium carbonate",K2CO3,"0.1 M",TAPS,"0.1 M",9,"PEG 20000","24% (w/v)",,,,,,
891,13_C0343,,"Potassium chloride",KCl,"0.1 M",Tris,"0.1 M",8,"PEG 20000","24% (w/v)",,,,,,
895,13_C0344,,"Potassium chloride",KCl,"0.1 M","Bis-Tris Propane","0.1 M",7,"PEG 20000","24% (w/v)",,,,,,
899,13_C0345,,"Potassium chloride",KCl,"0.1 M","Sodium Citrate","0.1 M",4.2,"PEG 20000","24% (w/v)",,,,,,
903,13_C0346,,"Potassium nitrate",KNO3,"0.1 M",HEPES,"0.1 M",7.5,"PEG 20000","24% (w/v)",,,,,,
907,13_C0347,,"Potassium nitrate",KNO3,"0.1 M","Sodium Acetate","0.1 M",5,"PEG 20000","24% (w/v)",,,,,,
911,13_C0348,,"Potassium nitrate",KNO3,"0.1 M",TAPS,"0.1 M",9,"PEG 20000","24% (w/v)",,,,,,
1059,13_C0349,,"Potassium phosphate-monobasic",KH2PO4,"0.1 M",TAPS,"0.1 M",9,"PEG 20000","24% (w/v)",,,,,,
1063,13_C0350,,"Potassium thiocyanate",KSCN,"0.1 M",MES,"0.1 M",6,"PEG 20000","24% (w/v)",,,,,,
1067,13_C0351,,"Potassium thiocyanate",KSCN,"0.1 M",CAPS,"0.1 M",10,"PEG 20000","24% (w/v)",,,,,,
1071,13_C0352,,"Potassium thiocyanate",KSCN,"0.1 M","Sodium Acetate","0.1 M",5,"PEG 20000","24% (w/v)",,,,,,
1075,13_C0353,,"Rubidium chloride",RbCl,"0.1 M",CAPS,"0.1 M",10,"PEG 20000","24% (w/v)",,,,,,
1079,13_C0354,,"Rubidium chloride",RbCl,"0.1 M",Tris,"0.1 M",8,"PEG 20000","24% (w/v)",,,,,,
1083,13_C0355,,"Rubidium chloride",RbCl,"0.1 M",HEPES,"0.1 M",7.5,"PEG 20000","24% (w/v)",,,,,,
1087,13_C0356,,"Sodium bromide",NaBr,"0.1 M",MES,"0.1 M",6,"PEG 20000","24% (w/v)",,,,,,
1091,13_C0357,,"Sodium bromide",NaBr,"0.1 M",Tris,"0.1 M",8,"PEG 20000","24% (w/v)",,,,,,
1095,13_C0358,,"Sodium chloride",NaCl,"0.1 M","Sodium Citrate","0.1 M",4.2,"PEG 20000","24% (w/v)",,,,,,
1099,13_C0359,,"Sodium chloride",NaCl,"0.1 M",Tris,"0.1 M",8,"PEG 20000","24% (w/v)",,,,,,
1103,13_C0360,,"Sodium molybdate dihydrate",Na2MoO4*2H2O,"0.1 M",CAPS,"0.1 M",10,"PEG 20000","24% (w/v)",,,,,,
1251,13_C0361,,"Sodium molybdate dihydrate",Na2MoO4*2H2O,"0.1 M",HEPES,"0.1 M",7.5,"PEG 20000","24% (w/v)",,,,,,
1255,13_C0362,,"Sodium molybdate dihydrate",Na2MoO4*2H2O,"0.1 M","Bis-Tris Propane","0.1 M",7,"PEG 20000","24% (w/v)",,,,,,
1259,13_C0363,,"Sodium molybdate dihydrate",Na2MoO4*2H2O,"0.1 M",TAPS,"0.1 M",9,"PEG 20000","24% (w/v)",,,,,,
1263,13_C0364,,"Sodium nitrate",NaNO3,"0.1 M","Sodium Citrate","0.1 M",4.2,"PEG 20000","24% (w/v)",,,,,,
1267,13_C0365,,"Sodium nitrate",NaNO3,"0.1 M",HEPES,"0.1 M",7.5,"PEG 20000","24% (w/v)",,,,,,
1271,13_C0366,,"Sodium nitrate",NaNO3,"0.1 M",TAPS,"0.1 M",9,"PEG 20000","24% (w/v)",,,,,,
1275,13_C0367,,"Sodium nitrate",NaNO3,"0.1 M","Sodium Acetate","0.1 M",5,"PEG 20000","24% (w/v)",,,,,,
1279,13_C0368,,"Sodium phosphate-monobasic",NaH2PO4,"0.1 M","Sodium Acetate","0.1 M",5,"PEG 20000","24% (w/v)",,,,,,
1283,13_C0369,,"Sodium phosphate-monobasic",NaH2PO4,"0.1 M",CAPS,"0.1 M",10,"PEG 20000","24% (w/v)",,,,,,
1287,13_C0370,,"Sodium thiosulfate pentahydrate",Na2S2O3*5H2O,"0.1 M",Tris,"0.1 M",8,"PEG 20000","24% (w/v)",,,,,,
1291,13_C0371,,"Zinc Acetate dihydrate",Zn(C2H3O2)2*2H2O,"0.1 M",MES,"0.1 M",6,"PEG 20000","24% (w/v)",,,,,,
1295,13_C0372,"HR Crystal Screen Cryo - 10","Ammonium Acetate",,0.17M,"Sodium Acetate trihydrate",0.085M,4.6,"PEG 4000","25.5% (w/v)","Glycerol ","15% (v/v)",,,,
1443,13_C0373,"HR Crystal Screen Cryo - 11",,,,"Sodium Citrate tribasic dihydrate",0.07M,5.6,"Ammonium Phosphate monobasic",0.7M,"Glycerol ","30% (v/v)",,,,
