Well position in plate,Cocktail #,Commercial Code,Chemical Additive,Chemical Formula,Concentration,Chemical Additive,Concentration,pH,Chemical Additive,Concentration,Chemical Additive,Concentration,,,,
1477,M2_0190,,Sodium Chloride,NaCl,0.4 M,HEPES,0.1 M,7,PEG 400,30% (v/v),,,,,,
1481,M2_0191,,Sodium Chloride,NaCl,0.4 M,HEPES,0.1 M,7,PEG 400,40% (v/v),,,,,,
1485,M2_0192,,Sodium Chloride,NaCl,0.4 M,HEPES,0.1 M,7,PEG 400,60% (v/v),,,,,,
3,M2_0193,,Ammonium Phosphate-dibasic,(NH4)2HPO4,0.1 M,TRIS,0.1 M,8.5,PEG 400,20% (v/v),,,,,,
7,M2_0194,,Ammonium Phosphate-dibasic,(NH4)2HPO4,0.1 M,TRIS,0.1 M,8.5,PEG 400,28% (v/v),,,,,,
11,M2_0195,,Ammonium Phosphate-dibasic,(NH4)2HPO4,0.1 M,TRIS,0.1 M,8.5,PEG 400,36% (v/v),,,,,,
15,M2_0196,,Ammonium Phosphate-dibasic,(NH4)2HPO4,0.2 M,TRIS,0.1 M,8.5,PEG 400,20% (v/v),,,,,,
19,M2_0197,,Ammonium Phosphate-dibasic,(NH4)2HPO4,0.2 M,TRIS,0.1 M,8.5,PEG 400,28% (v/v),,,,,,
23,M2_0198,,Ammonium Phosphate-dibasic,(NH4)2HPO4,0.1 M,TRIS,0.1 M,8.5,PEG 400,18% (v/v),,,,,,
27,M2_0199,,Ammonium Phosphate-dibasic,(NH4)2HPO4,0.3 M,TRIS,0.1 M,8.5,PEG 400,20% (v/v),,,,,,
31,M2_0200,,Ammonium Phosphate-dibasic,(NH4)2HPO4,0.3 M,TRIS,0.1 M,8.5,PEG 400,28% (v/v),,,,,,
35,M2_0201,,Ammonium Phosphate-dibasic,(NH4)2HPO4,0.3 M,TRIS,0.1 M,8.5,PEG 400,10% (v/v),,,,,,
39,M2_0202,,Ammonium Phosphate-dibasic,(NH4)2HPO4,0.4 M,TRIS,0.1 M,8.5,PEG 400,20% (v/v),,,,,,
43,M2_0203,,Ammonium Phosphate-dibasic,(NH4)2HPO4,0.2 M,TRIS,0.1 M,8.5,PEG 400,14% (v/v),,,,,,
47,M2_0204,,Ammonium Phosphate-dibasic,(NH4)2HPO4,0.4 M,TRIS,0.1 M,8.5,PEG 400,10% (v/v),,,,,,
195,M2_0205,,Ammonium Phosphate-dibasic,(NH4)2HPO4,0.4 M,TRIS,0.1 M,8.5,PEG 400,15% (v/v),,,,,,
199,M2_0206,,Ammonium Phosphate-dibasic,(NH4)2HPO4,0.4 M,TRIS,0.1 M,8.5,PEG 400,25% (v/v),,,,,,
203,M2_0207,,Ammonium Phosphate-dibasic,(NH4)2HPO4,0.5 M,TRIS,0.1 M,8.5,PEG 400,20% (v/v),,,,,,
207,M2_0208,,Ammonium Phosphate-dibasic,(NH4)2HPO4,0.25 M,TRIS,0.1 M,8.5,PEG 400,14% (v/v),,,,,,
211,M2_0209,,Ammonium Phosphate-dibasic,(NH4)2HPO4,0.5 M,TRIS,0.1 M,8.5,PEG 400,10% (v/v),,,,,,
215,M2_0210,,Ammonium Phosphate-dibasic,(NH4)2HPO4,0.5 M,TRIS,0.1 M,8.5,PEG 400,15% (v/v),,,,,,
219,M2_0211,,Ammonium Phosphate-dibasic,(NH4)2HPO4,0.25 M,TRIS,0.1 M,8.5,PEG 400,12.5% (v/v),,,,,,
223,M2_0212,,Ammonium Phosphate-dibasic,(NH4)2HPO4,0.05 M,TRIS,0.1 M,8.5,PEG 400,20% (v/v),,,,,,
227,M2_0213,,Ammonium Phosphate-dibasic,(NH4)2HPO4,0.05 M,TRIS,0.1 M,8.5,PEG 400,28% (v/v),,,,,,
231,M2_0214,,Ammonium Phosphate-dibasic,(NH4)2HPO4,0.05 M,TRIS,0.1 M,8.5,PEG 400,36% (v/v),,,,,,
235,M2_0215,,Ammonium Phosphate-dibasic,(NH4)2HPO4,0.05 M,TRIS,0.1 M,8.5,PEG 400,50% (v/v),,,,,,
239,M2_0216,,Ammonium Phosphate-dibasic,(NH4)2HPO4,0.025 M,TRIS,0.1 M,8.5,PEG 400,30% (v/v),,,,,,
387,M2_0217,,Magnesium Chloride hexahydrate,MgCl2 ∙ 6H2O,0.1 M,TRIS,0.1 M,8.5,PEG 400,20% (v/v),,,,,,
391,M2_0218,,Magnesium Chloride hexahydrate,MgCl2 ∙ 6H2O,0.1 M,TRIS,0.1 M,8.5,PEG 400,30% (v/v),,,,,,
395,M2_0219,,Magnesium Chloride hexahydrate,MgCl2 ∙ 6H2O,0.1 M,TRIS,0.1 M,8.5,PEG 400,40% (v/v),,,,,,
399,M2_0220,,Magnesium Chloride hexahydrate,MgCl2 ∙ 6H2O,0.1 M,TRIS,0.1 M,8.5,PEG 400,50% (v/v),,,,,,
403,M2_0221,,Magnesium Chloride hexahydrate,MgCl2 ∙ 6H2O,0.1 M,TRIS,0.1 M,8.5,PEG 400,10% (v/v),,,,,,
407,M2_0222,,Magnesium Chloride hexahydrate,MgCl2 ∙ 6H2O,0.2 M,TRIS,0.1 M,8.5,PEG 400,20% (v/v),,,,,,
411,M2_0223,,Magnesium Chloride hexahydrate,MgCl2 ∙ 6H2O,0.2 M,TRIS,0.1 M,8.5,PEG 400,30% (v/v),,,,,,
415,M2_0224,,Magnesium Chloride hexahydrate,MgCl2 ∙ 6H2O,0.2 M,TRIS,0.1 M,8.5,PEG 400,40% (v/v),,,,,,
419,M2_0225,,Magnesium Chloride hexahydrate,MgCl2 ∙ 6H2O,0.2 M,TRIS,0.1 M,8.5,PEG 400,50% (v/v),,,,,,
423,M2_0226,,Magnesium Chloride hexahydrate,MgCl2 ∙ 6H2O,0.2 M,TRIS,0.1 M,8.5,PEG 400,10% (v/v),,,,,,
427,M2_0227,,Magnesium Chloride hexahydrate,MgCl2 ∙ 6H2O,0.4 M,TRIS,0.1 M,8.5,PEG 400,20% (v/v),,,,,,
431,M2_0228,,Magnesium Chloride hexahydrate,MgCl2 ∙ 6H2O,0.4 M,TRIS,0.1 M,8.5,PEG 400,30% (v/v),,,,,,
579,M2_0229,,Magnesium Chloride hexahydrate,MgCl2 ∙ 6H2O,0.4 M,TRIS,0.1 M,8.5,PEG 400,40% (v/v),,,,,,
583,M2_0230,,Magnesium Chloride hexahydrate,MgCl2 ∙ 6H2O,0.4 M,TRIS,0.1 M,8.5,PEG 400,50% (v/v),,,,,,
587,M2_0231,,Magnesium Chloride hexahydrate,MgCl2 ∙ 6H2O,0.4 M,TRIS,0.1 M,8.5,PEG 400,10% (v/v),,,,,,
591,M2_0232,,Magnesium Chloride hexahydrate,MgCl2 ∙ 6H2O,0.05 M,TRIS,0.1 M,8.5,PEG 400,20% (v/v),,,,,,
595,M2_0233,,Magnesium Chloride hexahydrate,MgCl2 ∙ 6H2O,0.05 M,TRIS,0.1 M,8.5,PEG 400,30% (v/v),,,,,,
599,M2_0234,,Magnesium Chloride hexahydrate,MgCl2 ∙ 6H2O,0.05 M,TRIS,0.1 M,8.5,PEG 400,40% (v/v),,,,,,
603,M2_0235,,Magnesium Chloride hexahydrate,MgCl2 ∙ 6H2O,0.05 M,TRIS,0.1 M,8.5,PEG 400,50% (v/v),,,,,,
607,M2_0236,,Magnesium Chloride hexahydrate,MgCl2 ∙ 6H2O,0.05 M,TRIS,0.1 M,8.5,PEG 400,60% (v/v),,,,,,
611,M2_0237,,Ammonium Sulfate ,(NH4)2SO4,0.1 M,TRIS,0.1 M,8.5,PEG 400,20% (v/v),,,,,,
615,M2_0238,,Ammonium Sulfate ,(NH4)2SO4,0.1 M,TRIS,0.1 M,8.5,PEG 400,30% (v/v),,,,,,
619,M2_0239,,Ammonium Sulfate ,(NH4)2SO4,0.1 M,TRIS,0.1 M,8.5,PEG 400,40% (v/v),,,,,,
623,M2_0240,,Ammonium Sulfate ,(NH4)2SO4,0.2 M,TRIS,0.1 M,8.5,PEG 400,20% (v/v),,,,,,
771,M2_0241,,Ammonium Sulfate ,(NH4)2SO4,0.2 M,TRIS,0.1 M,8.5,PEG 400,30% (v/v),,,,,,
775,M2_0242,,Ammonium Sulfate ,(NH4)2SO4,0.2 M,TRIS,0.1 M,8.5,PEG 400,40% (v/v),,,,,,
779,M2_0243,,Ammonium Sulfate ,(NH4)2SO4,0.2 M,TRIS,0.1 M,8.5,PEG 400,50% (v/v),,,,,,
783,M2_0244,,Ammonium Sulfate ,(NH4)2SO4,0.2 M,TRIS,0.1 M,8.5,PEG 400,10% (v/v),,,,,,
787,M2_0245,,Ammonium Sulfate ,(NH4)2SO4,0.4 M,TRIS,0.1 M,8.5,PEG 400,20% (v/v),,,,,,
791,M2_0246,,Ammonium Sulfate ,(NH4)2SO4,0.4 M,TRIS,0.1 M,8.5,PEG 400,30% (v/v),,,,,,
795,M2_0247,,Ammonium Sulfate ,(NH4)2SO4,0.4 M,TRIS,0.1 M,8.5,PEG 400,40% (v/v),,,,,,
799,M2_0248,,Ammonium Sulfate ,(NH4)2SO4,0.4 M,TRIS,0.1 M,8.5,PEG 400,10% (v/v),,,,,,
803,M2_0249,,Ammonium Sulfate ,(NH4)2SO4,0.4 M,TRIS,0.1 M,8.5,PEG 400,15% (v/v),,,,,,
807,M2_0250,,Ammonium Sulfate ,(NH4)2SO4,0.5 M,TRIS,0.1 M,8.5,PEG 400,20% (v/v),,,,,,
811,M2_0251,,Ammonium Sulfate ,(NH4)2SO4,0.5 M,TRIS,0.1 M,8.5,PEG 400,30% (v/v),,,,,,
815,M2_0252,,Ammonium Sulfate ,(NH4)2SO4,0.25 M,TRIS,0.1 M,8.5,PEG 400,20% (v/v),,,,,,
963,M2_0253,,Calcium Chloride dihydrate,CaCl2 ∙ 2H2O,0.1 M,TRIS,0.1 M,8.5,PEG 400,20% (v/v),,,,,,
967,M2_0254,,Calcium Chloride dihydrate,CaCl2 ∙ 2H2O,0.1 M,TRIS,0.1 M,8.5,PEG 400,30% (v/v),,,,,,
971,M2_0255,,Calcium Chloride dihydrate,CaCl2 ∙ 2H2O,0.1 M,TRIS,0.1 M,8.5,PEG 400,40% (v/v),,,,,,
975,M2_0256,,Calcium Chloride dihydrate,CaCl2 ∙ 2H2O,0.1 M,TRIS,0.1 M,8.5,PEG 400,10% (v/v),,,,,,
979,M2_0257,,Calcium Chloride dihydrate,CaCl2 ∙ 2H2O,0.2 M,TRIS,0.1 M,8.5,PEG 400,20% (v/v),,,,,,
983,M2_0258,,Calcium Chloride dihydrate,CaCl2 ∙ 2H2O,0.2 M,TRIS,0.1 M,8.5,PEG 400,30% (v/v),,,,,,
987,M2_0259,,Calcium Chloride dihydrate,CaCl2 ∙ 2H2O,0.2 M,TRIS,0.1 M,8.5,PEG 400,40% (v/v),,,,,,
991,M2_0260,,Calcium Chloride dihydrate,CaCl2 ∙ 2H2O,0.2 M,TRIS,0.1 M,8.5,PEG 400,10% (v/v),,,,,,
995,M2_0261,,Calcium Chloride dihydrate,CaCl2 ∙ 2H2O,0.4 M,TRIS,0.1 M,8.5,PEG 400,20% (v/v),,,,,,
999,M2_0262,,Calcium Chloride dihydrate,CaCl2 ∙ 2H2O,0.4 M,TRIS,0.1 M,8.5,PEG 400,30% (v/v),,,,,,
1003,M2_0263,,Calcium Chloride dihydrate,CaCl2 ∙ 2H2O,0.4 M,TRIS,0.1 M,8.5,PEG 400,40% (v/v),,,,,,
1007,M2_0264,,Calcium Chloride dihydrate,CaCl2 ∙ 2H2O,0.4 M,TRIS,0.1 M,8.5,PEG 400,10% (v/v),,,,,,
1155,M2_0265,,Potassium Chloride,KCl,0.1 M,TRIS,0.1 M,8.5,PEG 400,20% (v/v),,,,,,
1159,M2_0266,,Potassium Chloride,KCl,0.1 M,TRIS,0.1 M,8.5,PEG 400,30% (v/v),,,,,,
1163,M2_0267,,Potassium Chloride,KCl,0.1 M,TRIS,0.1 M,8.5,PEG 400,40% (v/v),,,,,,
1167,M2_0268,,Potassium Chloride,KCl,0.1 M,TRIS,0.1 M,8.5,PEG 400,50% (v/v),,,,,,
1171,M2_0269,,Potassium Chloride,KCl,0.2 M,TRIS,0.1 M,8.5,PEG 400,20% (v/v),,,,,,
1175,M2_0270,,Potassium Chloride,KCl,0.2 M,TRIS,0.1 M,8.5,PEG 400,30% (v/v),,,,,,
1179,M2_0271,,Potassium Chloride,KCl,0.2 M,TRIS,0.1 M,8.5,PEG 400,40% (v/v),,,,,,
1183,M2_0272,,Potassium Chloride,KCl,0.2 M,TRIS,0.1 M,8.5,PEG 400,50% (v/v),,,,,,
1187,M2_0273,,Potassium Chloride,KCl,0.4 M,TRIS,0.1 M,8.5,PEG 400,20% (v/v),,,,,,
1191,M2_0274,,Potassium Chloride,KCl,0.4 M,TRIS,0.1 M,8.5,PEG 400,30% (v/v),,,,,,
1195,M2_0275,,Potassium Chloride,KCl,0.4 M,TRIS,0.1 M,8.5,PEG 400,40% (v/v),,,,,,
1199,M2_0276,,Potassium Chloride,KCl,0.4 M,TRIS,0.1 M,8.5,PEG 400,50% (v/v),,,,,,
1347,M2_0277,,Sodium Chloride,NaCl,0.1 M,TRIS,0.1 M,8.5,PEG 400,20% (v/v),,,,,,
1351,M2_0278,,Sodium Chloride,NaCl,0.1 M,TRIS,0.1 M,8.5,PEG 400,30% (v/v),,,,,,
1355,M2_0279,,Sodium Chloride,NaCl,0.1 M,TRIS,0.1 M,8.5,PEG 400,40% (v/v),,,,,,
1359,M2_0280,,Sodium Chloride,NaCl,0.1 M,TRIS,0.1 M,8.5,PEG 400,10% (v/v),,,,,,
1363,M2_0281,,Sodium Chloride,NaCl,0.2 M,TRIS,0.1 M,8.5,PEG 400,20% (v/v),,,,,,
1367,M2_0282,,Sodium Chloride,NaCl,0.2 M,TRIS,0.1 M,8.5,PEG 400,30% (v/v),,,,,,
1371,M2_0283,,Sodium Chloride,NaCl,0.2 M,TRIS,0.1 M,8.5,PEG 400,40% (v/v),,,,,,
1375,M2_0284,,Sodium Chloride,NaCl,0.2 M,TRIS,0.1 M,8.5,PEG 400,10% (v/v),,,,,,
1379,M2_0285,,Sodium Chloride,NaCl,0.4 M,TRIS,0.1 M,8.5,PEG 400,20% (v/v),,,,,,
1383,M2_0286,,Sodium Chloride,NaCl,0.4 M,TRIS,0.1 M,8.5,PEG 400,30% (v/v),,,,,,
1387,M2_0287,,Sodium Chloride,NaCl,0.4 M,TRIS,0.1 M,8.5,PEG 400,40% (v/v),,,,,,
1391,M2_0288,,Sodium Chloride,NaCl,0.4 M,TRIS,0.1 M,8.5,PEG 400,10% (v/v),,,,,,
99,M2_0289,,Ammonium Sulfate ,(NH4)2SO4,0.1 M,Sodium Citrate,0.1 M,5.6,PEG 4000,16% (w/v),,,,,,
103,M2_0290,,Ammonium Sulfate ,(NH4)2SO4,0.1 M,Sodium Citrate,0.1 M,5.6,PEG 4000,20% (w/v),,,,,,
107,M2_0291,,Ammonium Sulfate ,(NH4)2SO4,0.1 M,Sodium Citrate,0.1 M,5.6,PEG 4000,28% (w/v),,,,,,
111,M2_0292,,Ammonium Sulfate ,(NH4)2SO4,0.05 M,Sodium Citrate,0.1 M,5.6,PEG 4000,34% (w/v),,,,,,
115,M2_0293,,Ammonium Sulfate ,(NH4)2SO4,0.025 M,Sodium Citrate,0.1 M,5.6,PEG 4000,10% (w/v),,,,,,
119,M2_0294,,Ammonium Sulfate ,(NH4)2SO4,0.2 M,Sodium Citrate,0.1 M,5.6,PEG 4000,16% (w/v),,,,,,
123,M2_0295,,Ammonium Sulfate ,(NH4)2SO4,0.2 M,Sodium Citrate,0.1 M,5.6,PEG 4000,20% (w/v),,,,,,
127,M2_0296,,Ammonium Sulfate ,(NH4)2SO4,0.2 M,Sodium Citrate,0.1 M,5.6,PEG 4000,28% (w/v),,,,,,
131,M2_0297,,Ammonium Sulfate ,(NH4)2SO4,0.1 M,Sodium Citrate,0.1 M,5.6,PEG 4000,17% (w/v),,,,,,
135,M2_0298,,Ammonium Sulfate ,(NH4)2SO4,0.05 M,Sodium Citrate,0.1 M,5.6,PEG 4000,10% (w/v),,,,,,
139,M2_0299,,Ammonium Sulfate ,(NH4)2SO4,0.25 M,Sodium Citrate,0.1 M,5.6,PEG 4000,10% (w/v),,,,,,
143,M2_0300,,Ammonium Sulfate ,(NH4)2SO4,0.25 M,Sodium Citrate,0.1 M,5.6,PEG 4000,14% (w/v),,,,,,
291,M2_0301,,Ammonium Sulfate ,(NH4)2SO4,0.05 M,Sodium Citrate,0.1 M,5.6,PEG 4000,16% (w/v),,,,,,
295,M2_0302,,Ammonium Sulfate ,(NH4)2SO4,0.05 M,Sodium Citrate,0.1 M,5.6,PEG 4000,20% (w/v),,,,,,
299,M2_0303,,Ammonium Sulfate ,(NH4)2SO4,0.05 M,Sodium Citrate,0.1 M,5.6,PEG 4000,24% (w/v),,,,,,
303,M2_0304,,Ammonium Sulfate ,(NH4)2SO4,0.05 M,Sodium Citrate,0.1 M,5.6,PEG 4000,28% (w/v),,,,,,
307,M2_0305,,Ammonium Sulfate ,(NH4)2SO4,0.05 M,Sodium Citrate,0.1 M,5.6,PEG 4000,34% (w/v),,,,,,
311,M2_0306,,Ammonium Sulfate ,(NH4)2SO4,0.025M,Sodium Citrate,0.1 M,5.6,PEG 4000,20% (w/v),,,,,,
315,M2_0307,,Sodium Chloride,NaCl,0.05 M,Sodium Citrate,0.1 M,5.6,PEG 4000,16% (w/v),,,,,,
319,M2_0308,,Sodium Chloride,NaCl,0.05 M,Sodium Citrate,0.1 M,5.6,PEG 4000,20% (w/v),,,,,,
323,M2_0309,,Sodium Chloride,NaCl,0.05 M,Sodium Citrate,0.1 M,5.6,PEG 4000,24% (w/v),,,,,,
327,M2_0310,,Sodium Chloride,NaCl,0.05 M,Sodium Citrate,0.1 M,5.6,PEG 4000,28% (w/v),,,,,,
331,M2_0311,,Sodium Chloride,NaCl,0.05 M,Sodium Citrate,0.1 M,5.6,PEG 4000,34% (w/v),,,,,,
335,M2_0312,,Sodium Chloride,NaCl,0.05 M,Sodium Citrate,0.1 M,5.6,PEG 4000,40% (w/v),,,,,,
483,M2_0313,,Ammonium Phosphate-dibasic,(NH4)2HPO4,0.05 M,Sodium Citrate,0.1 M,5.6,PEG 4000,16% (w/v),,,,,,
487,M2_0314,,Ammonium Phosphate-dibasic,(NH4)2HPO4,0.05 M,Sodium Citrate,0.1 M,5.6,PEG 4000,20% (w/v),,,,,,
491,M2_0315,,Ammonium Phosphate-dibasic,(NH4)2HPO4,0.05 M,Sodium Citrate,0.1 M,5.6,PEG 4000,28% (w/v),,,,,,
495,M2_0316,,Ammonium Phosphate-dibasic,(NH4)2HPO4,0.05 M,Sodium Citrate,0.1 M,5.6,PEG 4000,34% (w/v),,,,,,
499,M2_0317,,Ammonium Phosphate-dibasic,(NH4)2HPO4,0.025 M,Sodium Citrate,0.1 M,5.6,PEG 4000,20% (w/v),,,,,,
503,M2_0318,,Ammonium Phosphate-dibasic,(NH4)2HPO4,0.1 M,Sodium Citrate,0.1 M,5.6,PEG 4000,16% (w/v),,,,,,
507,M2_0319,,Ammonium Phosphate-dibasic,(NH4)2HPO4,0.1 M,Sodium Citrate,0.1 M,5.6,PEG 4000,20% (w/v),,,,,,
511,M2_0320,,Ammonium Phosphate-dibasic,(NH4)2HPO4,0.1 M,Sodium Citrate,0.1 M,5.6,PEG 4000,28% (w/v),,,,,,
515,M2_0321,,Ammonium Phosphate-dibasic,(NH4)2HPO4,0.05 M,Sodium Citrate,0.1 M,5.6,PEG 4000,17% (w/v),,,,,,
519,M2_0322,,Ammonium Phosphate-dibasic,(NH4)2HPO4,0.05 M,Sodium Citrate,0.1 M,5.6,PEG 4000,10% (w/v),,,,,,
523,M2_0323,,Ammonium Phosphate-dibasic,(NH4)2HPO4,0.15 M,Sodium Citrate,0.1 M,5.6,PEG 4000,10% (w/v),,,,,,
527,M2_0324,,Ammonium Phosphate-dibasic,(NH4)2HPO4,0.15 M,Sodium Citrate,0.1 M,5.6,PEG 4000,14% (w/v),,,,,,
675,M2_0325,,Magnesium Chloride hexahydrate,MgCl2 ∙ 6H2O,0.05 M,MES,0.1 M,6,PEG 4000,16% (w/v),,,,,,
679,M2_0326,,Magnesium Chloride hexahydrate,MgCl2 ∙ 6H2O,0.05 M,MES,0.1 M,6,PEG 4000,20% (w/v),,,,,,
683,M2_0327,,Magnesium Chloride hexahydrate,MgCl2 ∙ 6H2O,0.05 M,MES,0.1 M,6,PEG 4000,28% (w/v),,,,,,
687,M2_0328,,Magnesium Chloride hexahydrate,MgCl2 ∙ 6H2O,0.05 M,MES,0.1 M,6,PEG 4000,34% (w/v),,,,,,
691,M2_0329,,Magnesium Chloride hexahydrate,MgCl2 ∙ 6H2O,0.05 M,MES,0.1 M,6,PEG 4000,40% (w/v),,,,,,
695,M2_0330,,Magnesium Chloride hexahydrate,MgCl2 ∙ 6H2O,0.1 M,MES,0.1 M,6,PEG 4000,16% (w/v),,,,,,
699,M2_0331,,Magnesium Chloride hexahydrate,MgCl2 ∙ 6H2O,0.1 M,MES,0.1 M,6,PEG 4000,20% (w/v),,,,,,
703,M2_0332,,Magnesium Chloride hexahydrate,MgCl2 ∙ 6H2O,0.1 M,MES,0.1 M,6,PEG 4000,28% (w/v),,,,,,
707,M2_0333,,Magnesium Chloride hexahydrate,MgCl2 ∙ 6H2O,0.025 M,MES,0.1 M,6,PEG 4000,8.5% (w/v),,,,,,
711,M2_0334,,Magnesium Chloride hexahydrate,MgCl2 ∙ 6H2O,0.025 M,MES,0.1 M,6,PEG 4000,10% (w/v),,,,,,
715,M2_0335,,Magnesium Chloride hexahydrate,MgCl2 ∙ 6H2O,0.3 M,MES,0.1 M,6,PEG 4000,20% (w/v),,,,,,
719,M2_0336,,Magnesium Chloride hexahydrate,MgCl2 ∙ 6H2O,0.075 M,MES,0.1 M,6,PEG 4000,7% (w/v),,,,,,
867,M2_0337,,Sodium Phosophate monobasic,NaH2PO4,0.1 M,Sodium Citrate,0.1 M,5.6,PEG 4000,16% (w/v),,,,,,
871,M2_0338,,Sodium Phosophate monobasic,NaH2PO4,0.1 M,Sodium Citrate,0.1 M,5.6,PEG 4000,24% (w/v),,,,,,
875,M2_0339,,Sodium Phosophate monobasic,NaH2PO4,0.1 M,Sodium Citrate,0.1 M,5.6,PEG 4000,32% (w/v),,,,,,
879,M2_0340,,Sodium Phosophate monobasic,NaH2PO4,0.05 M,Sodium Citrate,0.1 M,5.6,PEG 4000,20% (w/v),,,,,,
883,M2_0341,,Sodium Phosophate monobasic,NaH2PO4,0.2 M,Sodium Citrate,0.1 M,5.6,PEG 4000,16% (w/v),,,,,,
887,M2_0342,,Sodium Phosophate monobasic,NaH2PO4,0.2 M,Sodium Citrate,0.1 M,5.6,PEG 4000,24% (w/v),,,,,,
891,M2_0343,,Sodium Phosophate monobasic,NaH2PO4,0.05 M,Sodium Citrate,0.1 M,5.6,PEG 4000,8% (w/v),,,,,,
895,M2_0344,,Sodium Phosophate monobasic,NaH2PO4,0.1 M,Sodium Citrate,0.1 M,5.6,PEG 4000,20% (w/v),,,,,,
899,M2_0345,,Sodium Phosophate monobasic,NaH2PO4,0.4 M,Sodium Citrate,0.1 M,5.6,PEG 4000,16% (w/v),,,,,,
903,M2_0346,,Sodium Phosophate monobasic,NaH2PO4,0.2 M,Sodium Citrate,0.1 M,5.6,PEG 4000,12% (w/v),,,,,,
907,M2_0347,,Sodium Phosophate monobasic,NaH2PO4,0.1 M,Sodium Citrate,0.1 M,5.6,PEG 4000,8% (w/v),,,,,,
911,M2_0348,,Sodium Phosophate monobasic,NaH2PO4,0.1 M,Sodium Citrate,0.1 M,5.6,PEG 4000,9.5% (w/v),,,,,,
1059,M2_0349,,Lithium Sulfate monohydrate,Li2SO4 ∙ H2O,0.1 M,Sodium Citrate,0.1 M,5.6,PEG 4000,16% (w/v),,,,,,
1063,M2_0350,,Lithium Sulfate monohydrate,Li2SO4 ∙ H2O,0.1 M,Sodium Citrate,0.1 M,5.6,PEG 4000,24% (w/v),,,,,,
1067,M2_0351,,Lithium Sulfate monohydrate,Li2SO4 ∙ H2O,0.1 M,Sodium Citrate,0.1 M,5.6,PEG 4000,32% (w/v),,,,,,
1071,M2_0352,,Lithium Sulfate monohydrate,Li2SO4 ∙ H2O,0.05 M,Sodium Citrate,0.1 M,5.6,PEG 4000,20% (w/v),,,,,,
1075,M2_0353,,Lithium Sulfate monohydrate,Li2SO4 ∙ H2O,0.2 M,Sodium Citrate,0.1 M,5.6,PEG 4000,16% (w/v),,,,,,
1079,M2_0354,,Lithium Sulfate monohydrate,Li2SO4 ∙ H2O,0.2 M,Sodium Citrate,0.1 M,5.6,PEG 4000,24% (w/v),,,,,,
1083,M2_0355,,Lithium Sulfate monohydrate,Li2SO4 ∙ H2O,0.05 M,Sodium Citrate,0.1 M,5.6,PEG 4000,8% (w/v),,,,,,
1087,M2_0356,,Lithium Sulfate monohydrate,Li2SO4 ∙ H2O,0.1 M,Sodium Citrate,0.1 M,5.6,PEG 4000,20% (w/v),,,,,,
1091,M2_0357,,Lithium Sulfate monohydrate,Li2SO4 ∙ H2O,0.3 M,Sodium Citrate,0.1 M,5.6,PEG 4000,16% (w/v),,,,,,
1095,M2_0358,,Lithium Sulfate monohydrate,Li2SO4 ∙ H2O,0.3 M,Sodium Citrate,0.1 M,5.6,PEG 4000,24% (w/v),,,,,,
1099,M2_0359,,Lithium Sulfate monohydrate,Li2SO4 ∙ H2O,0.15 M,Sodium Citrate,0.1 M,5.6,PEG 4000,16% (w/v),,,,,,
1103,M2_0360,,Lithium Sulfate monohydrate,Li2SO4 ∙ H2O,0.15 M,Sodium Citrate,0.1 M,5.6,PEG 4000,19% (w/v),,,,,,
1251,M2_0361,,Potassium Chloride,KCl,0.1 M,Sodium Citrate,0.1 M,5.6,PEG 4000,16% (w/v),,,,,,
1255,M2_0362,,Potassium Chloride,KCl,0.1 M,Sodium Citrate,0.1 M,5.6,PEG 4000,24% (w/v),,,,,,
1259,M2_0363,,Potassium Chloride,KCl,0.1 M,Sodium Citrate,0.1 M,5.6,PEG 4000,32% (w/v),,,,,,
1263,M2_0364,,Potassium Chloride,KCl,0.1 M,Sodium Citrate,0.1 M,5.6,PEG 4000,40% (w/v),,,,,,
1267,M2_0365,,Potassium Chloride,KCl,0.2 M,Sodium Citrate,0.1 M,5.6,PEG 4000,16% (w/v),,,,,,
1271,M2_0366,,Potassium Chloride,KCl,0.2 M,Sodium Citrate,0.1 M,5.6,PEG 4000,24% (w/v),,,,,,
1275,M2_0367,,Potassium Chloride,KCl,0.2 M,Sodium Citrate,0.1 M,5.6,PEG 4000,32% (w/v),,,,,,
1279,M2_0368,,Potassium Chloride,KCl,0.1 M,Sodium Citrate,0.1 M,5.6,PEG 4000,20% (w/v),,,,,,
1283,M2_0369,,Potassium Chloride,KCl,0.3 M,Sodium Citrate,0.1 M,5.6,PEG 4000,16% (w/v),,,,,,
1287,M2_0370,,Potassium Chloride,KCl,0.3 M,Sodium Citrate,0.1 M,5.6,PEG 4000,24% (w/v),,,,,,
1291,M2_0371,,Potassium Chloride,KCl,0.3 M,Sodium Citrate,0.1 M,5.6,PEG 4000,32% (w/v),,,,,,
1295,M2_0372,,Potassium Chloride,KCl,0.3 M,Sodium Citrate,0.1 M,5.6,PEG 4000,38% (w/v),,,,,,
1443,M2_0373,,Sodium Chloride,NaCl,0.1 M,Sodium Citrate,0.1 M,5.6,PEG 4000,16% (w/v),,,,,,
1447,M2_0374,,Sodium Chloride,NaCl,0.1 M,Sodium Citrate,0.1 M,5.6,PEG 4000,24% (w/v),,,,,,
1451,M2_0375,,Sodium Chloride,NaCl,0.1 M,Sodium Citrate,0.1 M,5.6,PEG 4000,32% (w/v),,,,,,
