"Composite List",,,,,,,,,,,,,,,,
"Well position in plate","Cocktail #","Commercial Code","Chemical Additive","Chemical Formula",Concentration,"Chemical Additive",Concentration,pH,"Chemical Additive",Concentration,"Chemical Additive",Concentration,,,,
1269,17_C0174,"HR Ionic Liquid 6","Choline dihydrogen phosphate",C5H16NPO5,"5% (w/v)","Bis-Tris Propane","0.09 M",8.8,"PEG 3350","27% (w/v)",,,,,,
1273,17_C0175,"HR Ionic Liquid 7","1-Ethyl-3-methylimidazolium acetate",C8H14N2O2,"5% (w/v)","Bis-Tris Propane","0.09 M",8.8,"PEG 3350","27% (w/v)",,,,,,
1277,17_C0176,"HR Ionic Liquid 8","1-Butyl-3-methylimidazolium chloride",C8H15ClN2,"5% (w/v)","Bis-Tris Propane","0.09 M",8.8,"PEG 3350","27% (w/v)",,,,,,
1281,17_C0177,"HR Ionic Liquid 9","1-Ethyl-3-methylimidazolium chloride",C6H11ClN2,"5% (w/v)","Bis-Tris Propane","0.09 M",8.8,"PEG 3350","27% (w/v)",,,,,,
1285,17_C0178,"HR Ionic Liquid 10","1-Hexyl-3-methylimidazolium chloride",C10H19ClN2,"5% (w/v)","Bis-Tris Propane","0.09 M",8.8,"PEG 3350","27% (w/v)",,,,,,
1289,17_C0179,"HR Ionic Liquid 11","1-Butyl-3-methylimidazolium dicyanamide",C10H15N5,"5% (w/v)","Bis-Tris Propane","0.09 M",8.8,"PEG 3350","27% (w/v)",,,,,,
1293,17_C0180,"HR Ionic Liquid 12","1,3-Dimethylimidazolium dimethyl phosphate",C7H15N2O4P,"5% (w/v)","Bis-Tris Propane","0.09 M",8.8,"PEG 3350","27% (w/v)",,,,,,
1441,17_C0181,"HR Ionic Liquid 13","1,3-Dimethylimidazolium methyl sulfate",C6H12N2O4S,"5% (w/v)","Bis-Tris Propane","0.09 M",8.8,"PEG 3350","27% (w/v)",,,,,,
1445,17_C0182,"HR Ionic Liquid 14","1-Butyl-3-methylimidazolium methyl sulfate",C9H18N2O4S,"5% (w/v)","Bis-Tris Propane","0.09 M",8.8,"PEG 3350","27% (w/v)",,,,,,
1449,17_C0183,"HR Ionic Liquid 15","1-n-Butyl-3-methylimidazolium n-octylsulfate",C16H32N2O4S,"5% (w/v)","Bis-Tris Propane","0.09 M",8.8,"PEG 3350","27% (w/v)",,,,,,
1453,17_C0184,"HR Ionic Liquid 16","1-Ethyl-3-methylimidazolium ethyl sulfate",C8H16N2O4S,"5% (w/v)","Bis-Tris Propane","0.09 M",8.8,"PEG 3350","27% (w/v)",,,,,,
1457,17_C0185,"HR Ionic Liquid 17","1-Ethyl-3-methylimidazolium tetrafluoroborate",C6H11BF4N2,"5% (w/v)","Bis-Tris Propane","0.09 M",8.8,"PEG 3350","27% (w/v)",,,,,,
1461,17_C0186,"HR Ionic Liquid 18","1-Butyl-2,3-dimethylimidazolium tetrafluoroborate",C9H17BF4N2,"5% (w/v)","Bis-Tris Propane","0.09 M",8.8,"PEG 3350","27% (w/v)",,,,,,
1465,17_C0187,"HR Ionic Liquid 19","1-Butyl-3-methylimidazolium tetrafluoroborate",C8H15BF4N2,"5% (w/v)","Bis-Tris Propane","0.09 M",8.8,"PEG 3350","27% (w/v)",,,,,,
1469,17_C0188,"HR Ionic Liquid 20","1-Butyl-3-methylimidazolium trifluoroacetate",C10H15F3N2O2,"5% (w/v)","Bis-Tris Propane","0.09 M",8.8,"PEG 3350","27% (w/v)",,,,,,
1473,17_C0189,"HR Ionic Liquid 21","1-Ethyl-3-methylimidazolium trifluoromethanesulfonate",C7H11F3N2O3S,"5% (w/v)","Bis-Tris Propane","0.09 M",8.8,"PEG 3350","27% (w/v)",,,,,,
1477,17_C0190,"HR Ionic Liquid 22","Tetrabutylphosphonium bromide",C16H36BrP,"5% (w/v)","Bis-Tris Propane","0.09 M",8.8,"PEG 3350","27% (w/v)",,,,,,
1481,17_C0191,"HR Ionic Liquid 23","Triisobutylmethylphosphonium tosylate",C20H37O3PS,"5% (w/v)","Bis-Tris Propane","0.09 M",8.8,"PEG 3350","27% (w/v)",,,,,,
1485,17_C0192,"HR Ionic Liquid 24","1-Butylpyridinium chloride",C9H14ClN,"5% (w/v)","Bis-Tris Propane","0.09 M",8.8,"PEG 3350","27% (w/v)",,,,,,
3,17_C0193,"HR Grid Screen Ammonium Sulfate-A1","Ammonium sulfate ",,"0.8 M","Citric acid","0.1 M",4,,,,,,,,
7,17_C0194,"HR Grid Screen Ammonium Sulfate-A2","Ammonium sulfate ",,"0.8 M","Citric acid","0.1 M",5,,,,,,,,
11,17_C0195,"HR Grid Screen Ammonium Sulfate-A3","Ammonium sulfate ",,"0.8 M","MES monohydrate","0.1 M",6,,,,,,,,
15,17_C0196,"HR Grid Screen Ammonium Sulfate-A4","Ammonium sulfate ",,"0.8 M",HEPES,"0.1 M",7,,,,,,,,
19,17_C0197,"HR Grid Screen Ammonium Sulfate-A5","Ammonium sulfate ",,"0.8 M",Tris,"0.1 M",8,,,,,,,,
23,17_C0198,"HR Grid Screen Ammonium Sulfate-A6","Ammonium sulfate ",,"0.8 M",BICINE,"0.1 M",9,,,,,,,,
27,17_C0199,"HR Grid Screen Ammonium Sulfate-B1","Ammonium sulfate ",,"1.6 M","Citric acid","0.1 M",4,,,,,,,,
31,17_C0200,"HR Grid Screen Ammonium Sulfate-B2","Ammonium sulfate ",,"1.6 M","Citric acid","0.1 M",5,,,,,,,,
35,17_C0201,"HR Grid Screen Ammonium Sulfate-B3","Ammonium sulfate ",,"1.6 M","MES monohydrate","0.1 M",6,,,,,,,,
39,17_C0202,"HR Grid Screen Ammonium Sulfate-B4","Ammonium sulfate ",,"1.6 M",HEPES,"0.1 M",7,,,,,,,,
43,17_C0203,"HR Grid Screen Ammonium Sulfate-B5","Ammonium sulfate ",,"1.6 M",Tris,"0.1 M",8,,,,,,,,
47,17_C0204,"HR Grid Screen Ammonium Sulfate-B6","Ammonium sulfate ",,"1.6 M",BICINE,"0.1 M",9,,,,,,,,
195,17_C0205,"HR Grid Screen Ammonium Sulfate-C1","Ammonium sulfate ",,"2.4 M","Citric acid","0.1 M",4,,,,,,,,
199,17_C0206,"HR Grid Screen Ammonium Sulfate-C2","Ammonium sulfate ",,"2.4 M","Citric acid","0.1 M",5,,,,,,,,
203,17_C0207,"HR Grid Screen Ammonium Sulfate-C3","Ammonium sulfate ",,"2.4 M","MES monohydrate","0.1 M",6,,,,,,,,
207,17_C0208,"HR Grid Screen Ammonium Sulfate-C4","Ammonium sulfate ",,"2.4 M",HEPES,"0.1 M",7,,,,,,,,
211,17_C0209,"HR Grid Screen Ammonium Sulfate-C5","Ammonium sulfate ",,"2.4 M",Tris,"0.1 M",8,,,,,,,,
215,17_C0210,"HR Grid Screen Ammonium Sulfate-C6","Ammonium sulfate ",,"2.4 M",BICINE,"0.1 M",9,,,,,,,,
219,17_C0211,"HR Grid Screen Ammonium Sulfate-D1","Ammonium sulfate ",,"3.0 M","Citric acid","0.1 M",4,,,,,,,,
223,17_C0212,"HR Grid Screen Ammonium Sulfate-D2","Ammonium sulfate ",,"3.0 M","Citric acid","0.1 M",5,,,,,,,,
227,17_C0213,"HR Grid Screen Ammonium Sulfate-D3","Ammonium sulfate ",,"3.0 M","MES monohydrate","0.1 M",6,,,,,,,,
231,17_C0214,"HR Grid Screen Ammonium Sulfate-D4","Ammonium sulfate ",,"3.0 M",HEPES,"0.1 M",7,,,,,,,,
235,17_C0215,"HR Grid Screen Ammonium Sulfate-D5","Ammonium sulfate ",,"3.0 M",Tris,"0.1 M",8,,,,,,,,
239,17_C0216,"HR Grid Screen Ammonium Sulfate-D6","Ammonium sulfate ",,"3.0 M",BICINE,"0.1 M",9,,,,,,,,
387,17_C0217,,"Water Control",,,,,,,,,,,,,
391,17_C0218,,TCEP,,"0.02 M",,,,,,,,,,,
395,17_C0219,,Glycerol,,"20% (v/v)",,,,,,,,,,,
399,17_C0220,,"Trichloroacetic acid (TCA)",,"15% (v/v)",,,,,,,,,,,
403,17_C0221,,"Ammonium hydroxide",,"0.1 M",,,,,,,,,,,
407,17_C0222,,"Acetic acid",,"0.1 M",,,,,,,,,,,
411,17_C0223,"HR PCT A1 ","Ammonium sulfate",,"2.0 M "," Tris hydrochloride","0.1 M",8.5,,,,,,,,
415,17_C0224,"HR PCT B1 ","Ammonium sulfate",,"1.0 M "," Tris hydrochloride","0.1 M",8.5,,,,,,,,
419,17_C0225,"HR PCT A2 "," Magnesium chloride hexahydrate",,"0.2 M"," Tris hydrochloride","0.1 M",8.5,"Polyethylene glycol 4,000","30%  (w/v)",,,,,,
423,17_C0226,"HR PCT B2 "," Magnesium chloride hexahydrate",,"0.2 M"," Tris hydrochloride","0.1 M",8.5,"Polyethylene glycol 4,000","15%  (w/v)",,,,,,
427,17_C0227,"HR Polymer Screen 1","Jeffamine® ED-2001 pH 7.0",,"40% (w/v)",Tacsimate,"10% (v/v)",7,,,,,,,,
431,17_C0228,"HR Polymer Screen 2","Jeffamine® M-600® pH 7.0",,"40% (v/v)",Tacsimate,"10% (v/v)",7,,,,,,,,
579,17_C0229,"HR Polymer Screen 3","Pentaerythritol ethoxylate (3/4 EO/OH)",,"32% (v/v)",Tacsimate,"10% (v/v)",7,,,,,,,,
583,17_C0230,"HR Polymer Screen 4","Pentaerythritol ethoxylate (15/4 EO/OH)",,"40% (v/v)",Tacsimate,"10% (v/v)",7,,,,,,,,
587,17_C0231,"HR Polymer Screen 5","Pentaerythritol propoxylate (5/4 PO/OH)",,"30% (v/v)",Tacsimate,"10% (v/v)",7,,,,,,,,
591,17_C0232,"HR Polymer Screen 6","Pentaerythritol propoxylate (17/8 PO/OH)",,"20% (v/v)",Tacsimate,"10% (v/v)",7,,,,,,,,
595,17_C0233,"HR Polymer Screen 7","Poly(acrylic acid sodium salt) 5,100",,"40% (v/v)",Tacsimate,"10% (v/v)",7,,,,,,,,
599,17_C0234,"HR Polymer Screen 8","Polyethylene glycol 200",,"60% (v/v)",Tacsimate,"10% (v/v)",7,,,,,,,,
603,17_C0235,"HR Polymer Screen 9","Polyethylene glycol 300",,"50% (v/v)",Tacsimate,"10% (v/v)",7,,,,,,,,
607,17_C0236,"HR Polymer Screen 10","Polyethylene glycol 400",,"50% (v/v)",Tacsimate,"10% (v/v)",7,,,,,,,,
611,17_C0237,"HR Polymer Screen 11","Polyethylene glycol 600",,"40% (v/v)",Tacsimate,"10% (v/v)",7,,,,,,,,
615,17_C0238,,"Ammonium bromide",NH4Br,"0.1 M",CAPS,"0.1 M",10,"PEG 20000","12% (w/v)",,,,,,
619,17_C0239,,"Ammonium bromide",NH4Br,"0.1 M",TAPS,"0.1 M",9,"PEG 20000","12% (w/v)",,,,,,
623,17_C0240,,"Ammonium bromide",NH4Br,"0.1 M","Bis-Tris Propane","0.1 M",7,"PEG 20000","12% (w/v)",,,,,,
771,17_C0241,,"Ammonium bromide",NH4Br,"0.1 M",HEPES,"0.1 M",7.5,"PEG 20000","12% (w/v)",,,,,,
775,17_C0242,,"Ammonium chloride",NH4Cl,"0.1 M",MES,"0.1 M",6,"PEG 20000","12% (w/v)",,,,,,
779,17_C0243,,"Ammonium chloride",NH4Cl,"0.1 M","Sodium Citrate","0.1 M",4.2,"PEG 20000","12% (w/v)",,,,,,
783,17_C0244,,"Ammonium nitrate",NH4NO3,"0.1 M",MES,"0.1 M",6,"PEG 20000","12% (w/v)",,,,,,
787,17_C0245,,"Ammonium nitrate",NH4NO3,"0.1 M",TAPS,"0.1 M",9,"PEG 20000","12% (w/v)",,,,,,
791,17_C0246,,"Ammonium phosphate-monobasic",NH4H2PO4,"0.1 M",CAPS,"0.1 M",10,"PEG 20000","12% (w/v)",,,,,,
795,17_C0247,,"Ammonium phosphate-monobasic",NH4H2PO4,"0.1 M",HEPES,"0.1 M",7.5,"PEG 20000","12% (w/v)",,,,,,
799,17_C0248,,"Ammonium phosphate-dibasic",(NH4)2HPO4,"0.1 M",CAPS,"0.1 M",10,"PEG 20000","12% (w/v)",,,,,,
803,17_C0249,,"Ammonium sulfate",(NH4)2SO4,"0.1 M","Bis-Tris Propane","0.1 M",7,"PEG 20000","12% (w/v)",,,,,,
807,17_C0250,"HR Polymer Screen 12","Polyethylene glycol 1,000",,"40% (w/v)",Tacsimate,"10% (v/v)",7,,,,,,,,
811,17_C0251,"HR Polymer Screen 13","Polyethylene glycol 1,500",,"40% (w/v)",Tacsimate,"10% (v/v)",7,,,,,,,,
815,17_C0252,"HR Polymer Screen 14","Polyethylene glycol 3,350",,"30% (w/v)",Tacsimate,"10% (v/v)",7,,,,,,,,
963,17_C0253,,"Lithium bromide",LiBr,"0.1 M","Bis-Tris Propane","0.1 M",7,"PEG 20000","12% (w/v)",,,,,,
967,17_C0254,,"Lithium bromide",LiBr,"0.1 M",TAPS,"0.1 M",9,"PEG 20000","12% (w/v)",,,,,,
971,17_C0255,,"Lithium chloride",LiCl,"0.1 M",TAPS,"0.1 M",9,"PEG 20000","12% (w/v)",,,,,,
975,17_C0256,,"Lithium chloride",LiCl,"0.1 M","Sodium Acetate","0.1 M",5,"PEG 20000","12% (w/v)",,,,,,
979,17_C0257,,"Lithium chloride",LiCl,"0.1 M",CAPS,"0.1 M",10,"PEG 20000","12% (w/v)",,,,,,
983,17_C0258,,"Lithium chloride",LiCl,"0.1 M",MES,"0.1 M",6,"PEG 20000","12% (w/v)",,,,,,
987,17_C0259,,"Magnesium Acetate tetrahydrate",Mg(C2H3O2)2*4H2O,"0.1 M",TAPS,"0.1 M",9,"PEG 20000","12% (w/v)",,,,,,
991,17_C0260,,"Magnesium chloride hexahydrate",MgCl2*6H2O,"0.1 M",Tris,"0.1 M",8,"PEG 20000","12% (w/v)",,,,,,
995,17_C0261,,"Magnesium chloride hexahydrate",MgCl2*6H2O,"0.1 M","Sodium Citrate","0.1 M",4.2,"PEG 20000","12% (w/v)",,,,,,
999,17_C0262,,"Magnesium chloride hexahydrate",MgCl2*6H2O,"0.1 M","Bis-Tris Propane","0.1 M",7,"PEG 20000","12% (w/v)",,,,,,
1003,17_C0263,"HR Polymer Screen 15","Polyethylene glycol 4,000",,"40% (w/v)",Tacsimate,"10% (v/v)",7,,,,,,,,
1007,17_C0264,,"Manganese chloride tetrahydrate",MnCl2*4H2O,"0.1 M",MES,"0.1 M",6,"PEG 20000","12% (w/v)",,,,,,
1155,17_C0265,,"Manganese chloride tetrahydrate",MnCl2*4H2O,"0.1 M","Sodium Citrate","0.1 M",4.2,"PEG 20000","12% (w/v)",,,,,,
1159,17_C0266,,"Potassium acetate",KC2H3O2,"0.1 M",HEPES,"0.1 M",7.5,"PEG 20000","12% (w/v)",,,,,,
1163,17_C0267,,"Potassium acetate",KC2H3O2,"0.1 M","Bis-Tris Propane","0.1 M",7,"PEG 20000","12% (w/v)",,,,,,
1167,17_C0268,,"Potassium acetate",KC2H3O2,"0.1 M",Tris,"0.1 M",8,"PEG 20000","12% (w/v)",,,,,,
1171,17_C0269,,"Potassium acetate",KC2H3O2,"0.1 M",MES,"0.1 M",6,"PEG 20000","12% (w/v)",,,,,,
1175,17_C0270,,"Potassium bromide",KBr,"0.1 M",HEPES,"0.1 M",7.5,"PEG 20000","12% (w/v)",,,,,,
1179,17_C0271,,"Potassium bromide",KBr,"0.1 M","Sodium Acetate","0.1 M",5,"PEG 20000","12% (w/v)",,,,,,
1183,17_C0272,,"Potassium bromide",KBr,"0.1 M",Tris,"0.1 M",8,"PEG 20000","12% (w/v)",,,,,,
1187,17_C0273,,"Potassium carbonate",K2CO3,"0.1 M",TAPS,"0.1 M",9,"PEG 20000","12% (w/v)",,,,,,
1191,17_C0274,,"Potassium carbonate",K2CO3,"0.1 M","Sodium Acetate","0.1 M",5,"PEG 20000","12% (w/v)",,,,,,
1195,17_C0275,,"Potassium carbonate",K2CO3,"0.1 M",HEPES,"0.1 M",7.5,"PEG 20000","12% (w/v)",,,,,,
1199,17_C0276,,"Potassium chloride",KCl,"0.1 M",CAPS,"0.1 M",10,"PEG 20000","12% (w/v)",,,,,,
1347,17_C0277,,"Potassium chloride",KCl,"0.1 M",HEPES,"0.1 M",7.5,"PEG 20000","12% (w/v)",,,,,,
1351,17_C0278,,"Potassium nitrate",KNO3,"0.1 M",MES,"0.1 M",6,"PEG 20000","12% (w/v)",,,,,,
1355,17_C0279,,"Potassium nitrate",KNO3,"0.1 M",Tris,"0.1 M",8,"PEG 20000","12% (w/v)",,,,,,
1359,17_C0280,,"Potassium nitrate",KNO3,"0.1 M","Sodium Citrate","0.1 M",4.2,"PEG 20000","12% (w/v)",,,,,,
1363,17_C0281,,"Potassium phosphate-monobasic",KH2PO4,"0.1 M",Tris,"0.1 M",8,"PEG 20000","12% (w/v)",,,,,,
1367,17_C0282,,"Potassium phosphate-monobasic",KH2PO4,"0.1 M","Sodium Acetate","0.1 M",5,"PEG 20000","12% (w/v)",,,,,,
1371,17_C0283,,"Potassium phosphate-monobasic",KH2PO4,"0.1 M",MES,"0.1 M",6,"PEG 20000","12% (w/v)",,,,,,
1375,17_C0284,,"Potassium phosphate-monobasic",KH2PO4,"0.1 M",TAPS,"0.1 M",9,"PEG 20000","12% (w/v)",,,,,,
1379,17_C0285,,"Potassium thiocyanate",KSCN,"0.1 M","Bis-Tris Propane","0.1 M",7,"PEG 20000","12% (w/v)",,,,,,
1383,17_C0286,,"Rubidium chloride",RbCl,"0.1 M","Sodium Citrate","0.1 M",4.2,"PEG 20000","12% (w/v)",,,,,,
1387,17_C0287,,"Rubidium chloride",RbCl,"0.1 M",CAPS,"0.1 M",10,"PEG 20000","12% (w/v)",,,,,,
1391,17_C0288,,"Rubidium chloride",RbCl,"0.1 M",TAPS,"0.1 M",9,"PEG 20000","12% (w/v)",,,,,,
99,17_C0289,,"Sodium bromide",NaBr,"0.1 M","Sodium Citrate","0.1 M",4.2,"PEG 20000","12% (w/v)",,,,,,
103,17_C0290,,"Sodium bromide",NaBr,"0.1 M",CAPS,"0.1 M",10,"PEG 20000","12% (w/v)",,,,,,
107,17_C0291,,"Sodium chloride",NaCl,"0.1 M",HEPES,"0.1 M",7.5,"PEG 20000","12% (w/v)",,,,,,
111,17_C0292,,"Sodium chloride",NaCl,"0.1 M",Tris,"0.1 M",8,"PEG 20000","12% (w/v)",,,,,,
115,17_C0293,,"Sodium molybdate dihydrate",Na2MoO4*2H2O,"0.1 M","Bis-Tris Propane","0.1 M",7,"PEG 20000","12% (w/v)",,,,,,
119,17_C0294,,"Sodium molybdate dihydrate",Na2MoO4*2H2O,"0.1 M",Tris,"0.1 M",8,"PEG 20000","12% (w/v)",,,,,,
123,17_C0295,,"Sodium nitrate",NaNO3,"0.1 M","Bis-Tris Propane","0.1 M",7,"PEG 20000","12% (w/v)",,,,,,
127,17_C0296,,"Sodium phosphate-monobasic",NaH2PO4,"0.1 M","Sodium Citrate","0.1 M",4.2,"PEG 20000","12% (w/v)",,,,,,
131,17_C0297,,"Sodium phosphate-monobasic",NaH2PO4,"0.1 M",MES,"0.1 M",6,"PEG 20000","12% (w/v)",,,,,,
135,17_C0298,,"Sodium thiosulfate pentahydrate",Na2S2O3*5H2O,"0.1 M",Tris,"0.1 M",8,"PEG 20000","12% (w/v)",,,,,,
139,17_C0299,,"Zinc Acetate dihydrate",Zn(C2H3O2)2*2H2O,"0.1 M",MES,"0.1 M",6,"PEG 20000","12% (w/v)",,,,,,
143,17_C0300,,"Zinc Acetate dihydrate",Zn(C2H3O2)2*2H2O,"0.1 M","Sodium Acetate","0.1 M",5,"PEG 20000","12% (w/v)",,,,,,
291,17_C0301,,"Potassium phosphate dibasic",K2HPO4,"0.1 M",CAPS,"0.1 M",10,"PEG 20000","12% (w/v)",,,,,,
295,17_C0302,,"Cobalt sulfate heptahydrate",CoSO4*7H2O,"0.1 M","Bis-Tris Propane","0.1 M",7,"PEG 20000","12% (w/v)",,,,,,
299,17_C0303,,"Lithium sulfate monohydrate",Li2SO4*H2O,"0.1 M",MES,"0.1 M",6,"PEG 20000","12% (w/v)",,,,,,
303,17_C0304,,"Lithium sulfate monohydrate",Li2SO4*H2O,"0.1 M","Sodium Citrate","0.1 M",4.2,"PEG 20000","12% (w/v)",,,,,,
307,17_C0305,,"Potassium phosphate-tribasic",K3PO4,"0.1 M",TAPS,"0.1 M",9,"PEG 20000","12% (w/v)",,,,,,
311,17_C0306,,"Potassium phosphate-tribasic",K3PO4,"0.1 M",CAPS,"0.1 M",10,"PEG 20000","12% (w/v)",,,,,,
315,17_C0307,,"Ammonium thiocyanate",NH4SCN,"0.1 M",HEPES,"0.1 M",7.5,"PEG 20000","12% (w/v)",,,,,,
319,17_C0308,,"Manganese sulfate monohydrate",MnSO4*H2O,"0.1 M","Sodium Acetate","0.1 M",5,"PEG 20000","12% (w/v)",,,,,,
323,17_C0309,"HR Polymer Screen 16","Polyethylene glycol 6,000",,"40% (w/v)",Tacsimate,"10% (v/v)",7,,,,,,,,
327,17_C0310,"HR Polymer Screen 17","Polyethylene glycol 8,000",,"40% (w/v)",Tacsimate,"10% (v/v)",7,,,,,,,,
331,17_C0311,,"Magnesium nitrate hexahydrate",Mg(NO3)2*6H2O,"0.1 M","Sodium Acetate","0.1 M",5,"PEG 20000","12% (w/v)",,,,,,
335,17_C0312,,"Magnesium nitrate hexahydrate",Mg(NO3)2*6H2O,"0.1 M",Tris,"0.1 M",8,"PEG 20000","12% (w/v)",,,,,,
483,17_C0313,,"Magnesium nitrate hexahydrate",Mg(NO3)2*6H2O,"0.1 M","Bis-Tris Propane","0.1 M",7,"PEG 20000","12% (w/v)",,,,,,
487,17_C0314,,"Ammonium bromide",NH4Br,"0.1 M","Bis-Tris Propane","0.1 M",7,"PEG 20000","24% (w/v)",,,,,,
491,17_C0315,,"Ammonium chloride",NH4Cl,"0.1 M",MES,"0.1 M",6,"PEG 20000","24% (w/v)",,,,,,
495,17_C0316,,"Ammonium chloride",NH4Cl,"0.1 M","Bis-Tris Propane","0.1 M",7,"PEG 20000","24% (w/v)",,,,,,
499,17_C0317,,"Ammonium nitrate",NH4NO3,"0.1 M",Tris,"0.1 M",8,"PEG 20000","24% (w/v)",,,,,,
503,17_C0318,,"Ammonium nitrate",NH4NO3,"0.1 M","Sodium Acetate","0.1 M",5,"PEG 20000","24% (w/v)",,,,,,
507,17_C0319,,"Ammonium phosphate-monobasic",NH4H2PO4,"0.1 M","Sodium Citrate","0.1 M",4.2,"PEG 20000","24% (w/v)",,,,,,
511,17_C0320,,"Ammonium phosphate-monobasic",NH4H2PO4,"0.1 M",Tris,"0.1 M",8,"PEG 20000","24% (w/v)",,,,,,
515,17_C0321,,"Ammonium phosphate-dibasic",(NH4)2HPO4,"0.1 M","Bis-Tris Propane","0.1 M",7,"PEG 20000","12% (w/v)",,,,,,
519,17_C0322,,"Ammonium sulfate",(NH4)2SO4,"0.1 M","Sodium Citrate","0.1 M",4.2,"PEG 20000","24% (w/v)",,,,,,
523,17_C0323,,"Ammonium sulfate",(NH4)2SO4,"0.1 M",Tris,"0.1 M",8,"PEG 20000","24% (w/v)",,,,,,
527,17_C0324,,"Ammonium sulfate",(NH4)2SO4,"0.1 M","Sodium Acetate","0.1 M",5,"PEG 20000","24% (w/v)",,,,,,
675,17_C0325,"HR Polymer Screen 18","Polyethylene glycol 10,000",,"40% (w/v)",Tacsimate,"10% (v/v)",7,,,,,,,,
679,17_C0326,,"Calcium acetate",Ca(C2H3O2)2,"0.1 M","Bis-Tris Propane","0.1 M",7,"PEG 20000","24% (w/v)",,,,,,
683,17_C0327,,"Lithium bromide",LiBr,"0.1 M",CAPS,"0.1 M",10,"PEG 20000","24% (w/v)",,,,,,
687,17_C0328,,"Lithium bromide",LiBr,"0.1 M",HEPES,"0.1 M",7.5,"PEG 20000","24% (w/v)",,,,,,
691,17_C0329,,"Lithium bromide",LiBr,"0.1 M",MES,"0.1 M",6,"PEG 20000","24% (w/v)",,,,,,
695,17_C0330,,"Lithium chloride",LiCl,"0.1 M",Tris,"0.1 M",8,"PEG 20000","24% (w/v)",,,,,,
699,17_C0331,,"Magnesium Acetate tetrahydrate",Mg(C2H3O2)2*4H2O,"0.1 M",MES,"0.1 M",6,"PEG 20000","24% (w/v)",,,,,,
703,17_C0332,,"Magnesium Acetate tetrahydrate",Mg(C2H3O2)2*4H2O,"0.1 M",TAPS,"0.1 M",9,"PEG 20000","24% (w/v)",,,,,,
707,17_C0333,,"Magnesium Acetate tetrahydrate",Mg(C2H3O2)2*4H2O,"0.1 M","Sodium Acetate","0.1 M",5,"PEG 20000","24% (w/v)",,,,,,
711,17_C0334,,"Magnesium chloride hexahydrate",MgCl2*6H2O,"0.1 M","Sodium Acetate","0.1 M",5,"PEG 20000","24% (w/v)",,,,,,
715,17_C0335,,"Magnesium sulfate heptahydrate",MgSO4*7H2O,"0.1 M","Sodium Acetate","0.1 M",5,"PEG 20000","12% (w/v)",,,,,,
719,17_C0336,,"Magnesium sulfate heptahydrate",MgSO4*7H2O,"0.1 M",MES,"0.1 M",6,"PEG 20000","12% (w/v)",,,,,,
867,17_C0337,,"Magnesium sulfate heptahydrate",MgSO4*7H2O,"0.1 M",TAPS,"0.1 M",9,"PEG 20000","12% (w/v)",,,,,,
871,17_C0338,,"Potassium acetate",KC2H3O2,"0.1 M",TAPS,"0.1 M",9,"PEG 20000","24% (w/v)",,,,,,
875,17_C0339,,"Potassium bromide",KBr,"0.1 M",CAPS,"0.1 M",10,"PEG 20000","24% (w/v)",,,,,,
879,17_C0340,,"Potassium bromide",KBr,"0.1 M",MES,"0.1 M",6,"PEG 20000","24% (w/v)",,,,,,
883,17_C0341,,"Potassium carbonate",K2CO3,"0.1 M",MES,"0.1 M",6,"PEG 20000","24% (w/v)",,,,,,
887,17_C0342,,"Potassium carbonate",K2CO3,"0.1 M",TAPS,"0.1 M",9,"PEG 20000","24% (w/v)",,,,,,
891,17_C0343,,"Potassium chloride",KCl,"0.1 M",Tris,"0.1 M",8,"PEG 20000","24% (w/v)",,,,,,
895,17_C0344,,"Potassium chloride",KCl,"0.1 M","Bis-Tris Propane","0.1 M",7,"PEG 20000","24% (w/v)",,,,,,
899,17_C0345,,"Potassium chloride",KCl,"0.1 M","Sodium Citrate","0.1 M",4.2,"PEG 20000","24% (w/v)",,,,,,
903,17_C0346,,"Potassium nitrate",KNO3,"0.1 M",HEPES,"0.1 M",7.5,"PEG 20000","24% (w/v)",,,,,,
907,17_C0347,,"Potassium nitrate",KNO3,"0.1 M","Sodium Acetate","0.1 M",5,"PEG 20000","24% (w/v)",,,,,,
911,17_C0348,,"Potassium nitrate",KNO3,"0.1 M",TAPS,"0.1 M",9,"PEG 20000","24% (w/v)",,,,,,
1059,17_C0349,,"Potassium phosphate-monobasic",KH2PO4,"0.1 M",TAPS,"0.1 M",9,"PEG 20000","24% (w/v)",,,,,,
1063,17_C0350,,"Potassium thiocyanate",KSCN,"0.1 M",MES,"0.1 M",6,"PEG 20000","24% (w/v)",,,,,,
1067,17_C0351,,"Potassium thiocyanate",KSCN,"0.1 M",CAPS,"0.1 M",10,"PEG 20000","24% (w/v)",,,,,,
1071,17_C0352,,"Potassium thiocyanate",KSCN,"0.1 M","Sodium Acetate","0.1 M",5,"PEG 20000","24% (w/v)",,,,,,
1075,17_C0353,,"Rubidium chloride",RbCl,"0.1 M",CAPS,"0.1 M",10,"PEG 20000","24% (w/v)",,,,,,
1079,17_C0354,,"Rubidium chloride",RbCl,"0.1 M",Tris,"0.1 M",8,"PEG 20000","24% (w/v)",,,,,,
1083,17_C0355,,"Rubidium chloride",RbCl,"0.1 M",HEPES,"0.1 M",7.5,"PEG 20000","24% (w/v)",,,,,,
1087,17_C0356,,"Sodium bromide",NaBr,"0.1 M",MES,"0.1 M",6,"PEG 20000","24% (w/v)",,,,,,
