"Composite List",,,,,,,,,,,,,,,,
"Well position in plate","Cocktail #","Commercial Code","Chemical Additive","Chemical Formula",Concentration,"Chemical Additive",Concentration,pH,"Chemical Additive",Concentration,"Chemical Additive",Concentration,,,,
1269,13A_C0174,"HR Ionic Liquid 6","Choline dihydrogen phosphate",C5H16NPO5,"5% w/v","Bis-Tris Propane","0.09 M",8.8,"PEG 3350","27% (w/v)",,,,,,
1273,13A_C0175,"HR Ionic Liquid 7","1-Ethyl-3-methylimidazolium acetate",C8H14N2O2,"5% w/v","Bis-Tris Propane","0.09 M",8.8,"PEG 3350","27% (w/v)",,,,,,
1277,13A_C0176,"HR Ionic Liquid 8","1-Butyl-3-methylimidazolium chloride",C8H15ClN2,"5% w/v","Bis-Tris Propane","0.09 M",8.8,"PEG 3350","27% (w/v)",,,,,,
1281,13A_C0177,"HR Ionic Liquid 9","1-Ethyl-3-methylimidazolium chloride",C6H11ClN2,"5% w/v","Bis-Tris Propane","0.09 M",8.8,"PEG 3350","27% (w/v)",,,,,,
1285,13A_C0178,"HR Ionic Liquid 10","1-Hexyl-3-methylimidazolium chloride",C10H19ClN2,"5% w/v","Bis-Tris Propane","0.09 M",8.8,"PEG 3350","27% (w/v)",,,,,,
1289,13A_C0179,"HR Ionic Liquid 11","1-Butyl-3-methylimidazolium dicyanamide",C10H15N5,"5% w/v","Bis-Tris Propane","0.09 M",8.8,"PEG 3350","27% (w/v)",,,,,,
1293,13A_C0180,"HR Ionic Liquid 12","1,3-Dimethylimidazolium dimethyl phosphate",C7H15N2O4P,"5% w/v","Bis-Tris Propane","0.09 M",8.8,"PEG 3350","27% (w/v)",,,,,,
1441,13A_C0181,"HR Ionic Liquid 13","1,3-Dimethylimidazolium methyl sulfate",C6H12N2O4S,"5% w/v","Bis-Tris Propane","0.09 M",8.8,"PEG 3350","27% (w/v)",,,,,,
1445,13A_C0182,"HR Ionic Liquid 14","1-Butyl-3-methylimidazolium methyl sulfate",C9H18N2O4S,"5% w/v","Bis-Tris Propane","0.09 M",8.8,"PEG 3350","27% (w/v)",,,,,,
1449,13A_C0183,"HR Ionic Liquid 15","1-n-Butyl-3-methylimidazolium n-octylsulfate",C16H32N2O4S,"5% w/v","Bis-Tris Propane","0.09 M",8.8,"PEG 3350","27% (w/v)",,,,,,
1453,13A_C0184,"HR Ionic Liquid 16","1-Ethyl-3-methylimidazolium ethyl sulfate",C8H16N2O4S,"5% w/v","Bis-Tris Propane","0.09 M",8.8,"PEG 3350","27% (w/v)",,,,,,
1457,13A_C0185,"HR Ionic Liquid 17","1-Ethyl-3-methylimidazolium tetrafluoroborate",C6H11BF4N2,"5% w/v","Bis-Tris Propane","0.09 M",8.8,"PEG 3350","27% (w/v)",,,,,,
1461,13A_C0186,"HR Ionic Liquid 18","1-Butyl-2,3-dimethylimidazolium tetrafluoroborate",C9H17BF4N2,"5% w/v","Bis-Tris Propane","0.09 M",8.8,"PEG 3350","27% (w/v)",,,,,,
1465,13A_C0187,"HR Ionic Liquid 19","1-Butyl-3-methylimidazolium tetrafluoroborate",C8H15BF4N2,"5% w/v","Bis-Tris Propane","0.09 M",8.8,"PEG 3350","27% (w/v)",,,,,,
1469,13A_C0188,"HR Ionic Liquid 20","1-Butyl-3-methylimidazolium trifluoroacetate",C10H15F3N2O2,"5% w/v","Bis-Tris Propane","0.09 M",8.8,"PEG 3350","27% (w/v)",,,,,,
1473,13A_C0189,"HR Ionic Liquid 21","1-Ethyl-3-methylimidazolium trifluoromethanesulfonate",C7H11F3N2O3S,"5% w/v","Bis-Tris Propane","0.09 M",8.8,"PEG 3350","27% (w/v)",,,,,,
1477,13A_C0190,"HR Ionic Liquid 22","Tetrabutylphosphonium bromide",C16H36BrP,"5% w/v","Bis-Tris Propane","0.09 M",8.8,"PEG 3350","27% (w/v)",,,,,,
1481,13A_C0191,"HR Ionic Liquid 23","Triisobutylmethylphosphonium tosylate",C20H37O3PS,"5% w/v","Bis-Tris Propane","0.09 M",8.8,"PEG 3350","27% (w/v)",,,,,,
1485,13A_C0192,"HR Ionic Liquid 24","1-Butylpyridinium chloride",C9H14ClN,"5% w/v","Bis-Tris Propane","0.09 M",8.8,"PEG 3350","27% (w/v)",,,,,,
3,13A_C0193,"HR Grid Screen Ammonium Sulfate-A1","Ammonium sulfate ",,"0.8 M","Citric acid","0.1 M",4,,,,,,,,
7,13A_C0194,"HR Grid Screen Ammonium Sulfate-A2","Ammonium sulfate ",,"0.8 M","Citric acid","0.1 M",5,,,,,,,,
11,13A_C0195,"HR Grid Screen Ammonium Sulfate-A3","Ammonium sulfate ",,"0.8 M","MES monohydrate","0.1 M",6,,,,,,,,
15,13A_C0196,"HR Grid Screen Ammonium Sulfate-A4","Ammonium sulfate ",,"0.8 M",HEPES,"0.1 M",7,,,,,,,,
19,13A_C0197,"HR Grid Screen Ammonium Sulfate-A5","Ammonium sulfate ",,"0.8 M",Tris,"0.1 M",8,,,,,,,,
23,13A_C0198,"HR Grid Screen Ammonium Sulfate-A6","Ammonium sulfate ",,"0.8 M",BICINE,"0.1 M",9,,,,,,,,
27,13A_C0199,"HR Grid Screen Ammonium Sulfate-B1","Ammonium sulfate ",,"1.6 M","Citric acid","0.1 M",4,,,,,,,,
31,13A_C0200,"HR Grid Screen Ammonium Sulfate-B2","Ammonium sulfate ",,"1.6 M","Citric acid","0.1 M",5,,,,,,,,
35,13A_C0201,"HR Grid Screen Ammonium Sulfate-B3","Ammonium sulfate ",,"1.6 M","MES monohydrate","0.1 M",6,,,,,,,,
39,13A_C0202,"HR Grid Screen Ammonium Sulfate-B4","Ammonium sulfate ",,"1.6 M",HEPES,"0.1 M",7,,,,,,,,
43,13A_C0203,"HR Grid Screen Ammonium Sulfate-B5","Ammonium sulfate ",,"1.6 M",Tris,"0.1 M",8,,,,,,,,
47,13A_C0204,"HR Grid Screen Ammonium Sulfate-B6","Ammonium sulfate ",,"1.6 M",BICINE,"0.1 M",9,,,,,,,,
195,13A_C0205,"HR Grid Screen Ammonium Sulfate-C1","Ammonium sulfate ",,"2.4 M","Citric acid","0.1 M",4,,,,,,,,
199,13A_C0206,"HR Grid Screen Ammonium Sulfate-C2","Ammonium sulfate ",,"2.4 M","Citric acid","0.1 M",5,,,,,,,,
203,13A_C0207,"HR Grid Screen Ammonium Sulfate-C3","Ammonium sulfate ",,"2.4 M","MES monohydrate","0.1 M",6,,,,,,,,
207,13A_C0208,"HR Grid Screen Ammonium Sulfate-C4","Ammonium sulfate ",,"2.4 M",HEPES,"0.1 M",7,,,,,,,,
211,13A_C0209,"HR Grid Screen Ammonium Sulfate-C5","Ammonium sulfate ",,"2.4 M",Tris,"0.1 M",8,,,,,,,,
215,13A_C0210,"HR Grid Screen Ammonium Sulfate-C6","Ammonium sulfate ",,"2.4 M",BICINE,"0.1 M",9,,,,,,,,
219,13A_C0211,"HR Grid Screen Ammonium Sulfate-D1","Ammonium sulfate ",,"3.0 M","Citric acid","0.1 M",4,,,,,,,,
223,13A_C0212,"HR Grid Screen Ammonium Sulfate-D2","Ammonium sulfate ",,"3.0 M","Citric acid","0.1 M",5,,,,,,,,
227,13A_C0213,"HR Grid Screen Ammonium Sulfate-D3","Ammonium sulfate ",,"3.0 M","MES monohydrate","0.1 M",6,,,,,,,,
231,13A_C0214,"HR Grid Screen Ammonium Sulfate-D4","Ammonium sulfate ",,"3.0 M",HEPES,"0.1 M",7,,,,,,,,
235,13A_C0215,"HR Grid Screen Ammonium Sulfate-D5","Ammonium sulfate ",,"3.0 M",Tris,"0.1 M",8,,,,,,,,
239,13A_C0216,"HR Grid Screen Ammonium Sulfate-D6","Ammonium sulfate ",,"3.0 M",BICINE,"0.1 M",9,,,,,,,,
387,13A_C0217,,"Water Control",,,,,,,,,,,,,
391,13A_C0218,,TCEP,,"0.02 M",,,,,,,,,,,
395,13A_C0219,,Glycerol,,"20% (v/v)",,,,,,,,,,,
399,13A_C0220,,"Trichloroacetic acid (TCA)",,"15% (v/v)",,,,,,,,,,,
403,13A_C0221,,"Ammonium hydroxide",,"0.1 M",,,,,,,,,,,
407,13A_C0222,,"Acetic acid",,"0.1 M",,,,,,,,,,,
411,13A_C0223,"HR Crystal Screen Cryo - 1","Calcium chloride dihydrate",,0.02M,"Sodium Acetate trihydrate","0.1 M",4.6,"2-Methyl-2,4-pentanediol","30% (v/v)",,,,,,
415,13A_C0224,"HR Crystal Screen Cryo - 2","Potassium sodium tartrate tetrahydrate",,0.26M,,,,"Glycerol ","35% (v/v)",,,,,,
419,13A_C0225,"HR Crystal Screen Cryo - 3","Ammonium phosphate monobasic"," ",0.26M,,,,"Glycerol ","35% (v/v)",,,,,,
423,13A_C0226,"HR Crystal Screen Cryo - 24","Calcium Chloride dihydrate",,0.14M,"Sodium Acetate trihydrate",0.07M,4.6,2-Propanol,"14% (v/v)","Glycerol ","30% (v/v)",,,,
427,13A_C0227,"HR Crystal Screen Cryo - 25",," ",,Imidazole,0.07M,6.5,"Sodium Acetate trihydrate ",0.7M,"Glycerol ","30% (v/v)",,,,
431,13A_C0228,"HR Crystal Screen Cryo - 28","Sodium Acetate trihydrate",,0.17M,"Sodium Cacodylate trihydrate",0.085M,6.5,"PEG 8000","25.5% (w/v)","Glycerol ","15% (v/v)",,,,
579,13A_C0229,"HR Crystal Screen Cryo - 43",,,,,,,"Polyethylene Glycol 1500","24% (w/v)","Glycerol ","20% (v/v)",,,,
583,13A_C0230,"HR Crystal Screen Cryo - 47","Ammonium sulfate",,1.6M,"Sodium acetate trihydrate",0.08M,4.6,,,"Glycerol ","20% (v/v)",,,,
587,13A_C0231,"HR Crystal Screen Cryo - 29",,,,HEPES-Na,0.065M,7.5,"Potassium Sodium Tartrate tetrahydrate",0.52M,"Glycerol ","35% (v/v)",,,,
591,13A_C0232,"HR Crystal Screen Cryo - 30","Ammonium sulfate",,0.17M,,,,"PEG 8000","25.5% (w/v)","Glycerol ","15% (v/v)",,,,
595,13A_C0233,"HR Crystal Screen Cryo - 48","Ammonium phosphate monobasic",,1.6M,"TRIS hydrochloride",0.08M,8.5,,,"Glycerol ","20% (v/v)",,,,
599,13A_C0234,"HR Crystal Screen Cryo - 49","Lithium sulfate monohydrate",,0.8M,,,,"Polyethylene glycol 8,000","1.6% (w/v)","Glycerol ","20% (v/v)",,,,
603,13A_C0235,"HR Crystal Screen Cryo - 50","Lithium sulfate monohydrate",,0.4M,,,,"Polyethylene glycol 8,000","12% (w/v)","Glycerol ","20% (v/v)",,,,
607,13A_C0236,"HR Crystal Screen Cryo - 31","Ammonium Sulfate",,0.17M,,,,"PEG 4000","25.5% (w/v)","Glycerol ","15% (v/v)",,,,
611,13A_C0237,"HR Crystal Screen Cryo - 4","Ammonium Sulfate",,1.5M,"Tris Hydrochloride",0.075M,8.5,"Glycerol ","25% (v/v)",,,,,,
615,13A_C0238,,"Ammonium bromide",NH4Br,"0.1 M",CAPS,"0.1 M",10,"PEG 20000","12% (w/v)",,,,,,
619,13A_C0239,,"Ammonium bromide",NH4Br,"0.1 M",TAPS,"0.1 M",9,"PEG 20000","12% (w/v)",,,,,,
623,13A_C0240,,"Ammonium bromide",NH4Br,"0.1 M","Bis-Tris Propane","0.1 M",7,"PEG 20000","12% (w/v)",,,,,,
771,13A_C0241,,"Ammonium bromide",NH4Br,"0.1 M",HEPES,"0.1 M",7.5,"PEG 20000","12% (w/v)",,,,,,
775,13A_C0242,,"Ammonium chloride",NH4Cl,"0.1 M",MES,"0.1 M",6,"PEG 20000","12% (w/v)",,,,,,
779,13A_C0243,,"Ammonium chloride",NH4Cl,"0.1 M","Sodium Citrate","0.1 M",4.2,"PEG 20000","12% (w/v)",,,,,,
783,13A_C0244,,"Ammonium nitrate",NH4NO3,"0.1 M",MES,"0.1 M",6,"PEG 20000","12% (w/v)",,,,,,
787,13A_C0245,,"Ammonium nitrate",NH4NO3,"0.1 M",TAPS,"0.1 M",9,"PEG 20000","12% (w/v)",,,,,,
791,13A_C0246,,"Ammonium phosphate-monobasic",NH4H2PO4,"0.1 M",CAPS,"0.1 M",10,"PEG 20000","12% (w/v)",,,,,,
795,13A_C0247,,"Ammonium phosphate-monobasic",NH4H2PO4,"0.1 M",HEPES,"0.1 M",7.5,"PEG 20000","12% (w/v)",,,,,,
799,13A_C0248,,"Ammonium phosphate-dibasic",(NH4)2HPO4,"0.1 M",CAPS,"0.1 M",10,"PEG 20000","12% (w/v)",,,,,,
803,13A_C0249,,"Ammonium sulfate",(NH4)2SO4,"0.1 M","Bis-Tris Propane","0.1 M",7,"PEG 20000","12% (w/v)",,,,,,
807,13A_C0250,"HR Crystal Screen Cryo - 5","Sodium Citrate tribasic dihydrate",,"0.2 M",HEPES-Na,"0.1 M",7.5,"2-Methyl-2,4-pentanediol","30% (v/v)",,,,,,
811,13A_C0251,"HR Crystal Screen Cryo - 6","Magnesium Chloride hexahydrate",,"0.16 M","Tris Hydrochloride","0.08 M",8.5,"PEG 4000","24% (w/v)","Glycerol ","20% (v/v)",,,,
815,13A_C0252,"HR Crystal Screen Cryo - 7",,,,"Sodium Cacodylate trihydrate","0.07 M",6.5,"Sodium Acetate trihydrate ",0.98M,"Glycerol ","30% (v/v)",,,,
963,13A_C0253,,"Lithium bromide",LiBr,"0.1 M","Bis-Tris Propane","0.1 M",7,"PEG 20000","12% (w/v)",,,,,,
967,13A_C0254,,"Lithium bromide",LiBr,"0.1 M",TAPS,"0.1 M",9,"PEG 20000","12% (w/v)",,,,,,
971,13A_C0255,,"Lithium chloride",LiCl,"0.1 M",TAPS,"0.1 M",9,"PEG 20000","12% (w/v)",,,,,,
975,13A_C0256,,"Lithium chloride",LiCl,"0.1 M","Sodium Acetate","0.1 M",5,"PEG 20000","12% (w/v)",,,,,,
979,13A_C0257,,"Lithium chloride",LiCl,"0.1 M",CAPS,"0.1 M",10,"PEG 20000","12% (w/v)",,,,,,
983,13A_C0258,,"Lithium chloride",LiCl,"0.1 M",MES,"0.1 M",6,"PEG 20000","12% (w/v)",,,,,,
987,13A_C0259,,"Magnesium Acetate tetrahydrate",Mg(C2H3O2)2*4H2O,"0.1 M",TAPS,"0.1 M",9,"PEG 20000","12% (w/v)",,,,,,
991,13A_C0260,,"Magnesium chloride hexahydrate",MgCl2*6H2O,"0.1 M",Tris,"0.1 M",8,"PEG 20000","12% (w/v)",,,,,,
995,13A_C0261,,"Magnesium chloride hexahydrate",MgCl2*6H2O,"0.1 M","Sodium Citrate","0.1 M",4.2,"PEG 20000","12% (w/v)",,,,,,
999,13A_C0262,,"Magnesium chloride hexahydrate",MgCl2*6H2O,"0.1 M","Bis-Tris Propane","0.1 M",7,"PEG 20000","12% (w/v)",,,,,,
1003,13A_C0263,"HR Crystal Screen Cryo - 8","Sodium Citrate tribasic dihydrate",,"0.14 M","Sodium Cacodylate trihydrate","0.07 M ",6.5,2-Propanol,"21% (v/v)","Glycerol ","30% (v/v)",,,,
1007,13A_C0264,,"Manganese chloride tetrahydrate",MnCl2*4H2O,"0.1 M",MES,"0.1 M",6,"PEG 20000","12% (w/v)",,,,,,
1155,13A_C0265,,"Manganese chloride tetrahydrate",MnCl2*4H2O,"0.1 M","Sodium Citrate","0.1 M",4.2,"PEG 20000","12% (w/v)",,,,,,
1159,13A_C0266,,"Potassium acetate",KC2H3O2,"0.1 M",HEPES,"0.1 M",7.5,"PEG 20000","12% (w/v)",,,,,,
1163,13A_C0267,,"Potassium acetate",KC2H3O2,"0.1 M","Bis-Tris Propane","0.1 M",7,"PEG 20000","12% (w/v)",,,,,,
1167,13A_C0268,,"Potassium acetate",KC2H3O2,"0.1 M",Tris,"0.1 M",8,"PEG 20000","12% (w/v)",,,,,,
1171,13A_C0269,,"Potassium acetate",KC2H3O2,"0.1 M",MES,"0.1 M",6,"PEG 20000","12% (w/v)",,,,,,
1175,13A_C0270,,"Potassium bromide",KBr,"0.1 M",HEPES,"0.1 M",7.5,"PEG 20000","12% (w/v)",,,,,,
1179,13A_C0271,,"Potassium bromide",KBr,"0.1 M","Sodium Acetate","0.1 M",5,"PEG 20000","12% (w/v)",,,,,,
1183,13A_C0272,,"Potassium bromide",KBr,"0.1 M",Tris,"0.1 M",8,"PEG 20000","12% (w/v)",,,,,,
1187,13A_C0273,,"Potassium carbonate",K2CO3,"0.1 M",TAPS,"0.1 M",9,"PEG 20000","12% (w/v)",,,,,,
1191,13A_C0274,,"Potassium carbonate",K2CO3,"0.1 M","Sodium Acetate","0.1 M",5,"PEG 20000","12% (w/v)",,,,,,
1195,13A_C0275,,"Potassium carbonate",K2CO3,"0.1 M",HEPES,"0.1 M",7.5,"PEG 20000","12% (w/v)",,,,,,
1199,13A_C0276,,"Potassium chloride",KCl,"0.1 M",CAPS,"0.1 M",10,"PEG 20000","12% (w/v)",,,,,,
1347,13A_C0277,,"Potassium chloride",KCl,"0.1 M",HEPES,"0.1 M",7.5,"PEG 20000","12% (w/v)",,,,,,
1351,13A_C0278,,"Potassium nitrate",KNO3,"0.1 M",MES,"0.1 M",6,"PEG 20000","12% (w/v)",,,,,,
1355,13A_C0279,,"Potassium nitrate",KNO3,"0.1 M",Tris,"0.1 M",8,"PEG 20000","12% (w/v)",,,,,,
1359,13A_C0280,,"Potassium nitrate",KNO3,"0.1 M","Sodium Citrate","0.1 M",4.2,"PEG 20000","12% (w/v)",,,,,,
1363,13A_C0281,,"Potassium phosphate-monobasic",KH2PO4,"0.1 M",Tris,"0.1 M",8,"PEG 20000","12% (w/v)",,,,,,
1367,13A_C0282,,"Potassium phosphate-monobasic",KH2PO4,"0.1 M","Sodium Acetate","0.1 M",5,"PEG 20000","12% (w/v)",,,,,,
1371,13A_C0283,,"Potassium phosphate-monobasic",KH2PO4,"0.1 M",MES,"0.1 M",6,"PEG 20000","12% (w/v)",,,,,,
1375,13A_C0284,,"Potassium phosphate-monobasic",KH2PO4,"0.1 M",TAPS,"0.1 M",9,"PEG 20000","12% (w/v)",,,,,,
1379,13A_C0285,,"Potassium thiocyanate",KSCN,"0.1 M","Bis-Tris Propane","0.1 M",7,"PEG 20000","12% (w/v)",,,,,,
1383,13A_C0286,,"Rubidium chloride",RbCl,"0.1 M","Sodium Citrate","0.1 M",4.2,"PEG 20000","12% (w/v)",,,,,,
1387,13A_C0287,,"Rubidium chloride",RbCl,"0.1 M",CAPS,"0.1 M",10,"PEG 20000","12% (w/v)",,,,,,
1391,13A_C0288,,"Rubidium chloride",RbCl,"0.1 M",TAPS,"0.1 M",9,"PEG 20000","12% (w/v)",,,,,,
99,13A_C0289,,"Sodium bromide",NaBr,"0.1 M","Sodium Citrate","0.1 M",4.2,"PEG 20000","12% (w/v)",,,,,,
103,13A_C0290,,"Sodium bromide",NaBr,"0.1 M",CAPS,"0.1 M",10,"PEG 20000","12% (w/v)",,,,,,
107,13A_C0291,,"Sodium chloride",NaCl,"0.1 M",HEPES,"0.1 M",7.5,"PEG 20000","12% (w/v)",,,,,,
111,13A_C0292,,"Sodium chloride",NaCl,"0.1 M",Tris,"0.1 M",8,"PEG 20000","12% (w/v)",,,,,,
115,13A_C0293,,"Sodium molybdate dihydrate",Na2MoO4*2H2O,"0.1 M","Bis-Tris Propane","0.1 M",7,"PEG 20000","12% (w/v)",,,,,,
119,13A_C0294,,"Sodium molybdate dihydrate",Na2MoO4*2H2O,"0.1 M",Tris,"0.1 M",8,"PEG 20000","12% (w/v)",,,,,,
123,13A_C0295,,"Sodium nitrate",NaNO3,"0.1 M","Bis-Tris Propane","0.1 M",7,"PEG 20000","12% (w/v)",,,,,,
127,13A_C0296,,"Sodium phosphate-monobasic",NaH2PO4,"0.1 M","Sodium Citrate","0.1 M",4.2,"PEG 20000","12% (w/v)",,,,,,
131,13A_C0297,,"Sodium phosphate-monobasic",NaH2PO4,"0.1 M",MES,"0.1 M",6,"PEG 20000","12% (w/v)",,,,,,
135,13A_C0298,,"Sodium thiosulfate pentahydrate",Na2S2O3*5H2O,"0.1 M",Tris,"0.1 M",8,"PEG 20000","12% (w/v)",,,,,,
139,13A_C0299,,"Zinc Acetate dihydrate",Zn(C2H3O2)2*2H2O,"0.1 M",MES,"0.1 M",6,"PEG 20000","12% (w/v)",,,,,,
143,13A_C0300,,"Zinc Acetate dihydrate",Zn(C2H3O2)2*2H2O,"0.1 M","Sodium Acetate","0.1 M",5,"PEG 20000","12% (w/v)",,,,,,
291,13A_C0301,,"Potassium phosphate dibasic",K2HPO4,"0.1 M",CAPS,"0.1 M",10,"PEG 20000","12% (w/v)",,,,,,
295,13A_C0302,,"Cobalt sulfate heptahydrate",CoSO4*7H2O,"0.1 M","Bis-Tris Propane","0.1 M",7,"PEG 20000","12% (w/v)",,,,,,
299,13A_C0303,,"Lithium sulfate monohydrate",Li2SO4*H2O,"0.1 M",MES,"0.1 M",6,"PEG 20000","12% (w/v)",,,,,,
303,13A_C0304,,"Lithium sulfate monohydrate",Li2SO4*H2O,"0.1 M","Sodium Citrate","0.1 M",4.2,"PEG 20000","12% (w/v)",,,,,,
307,13A_C0305,,"Potassium phosphate-tribasic",K3PO4,"0.1 M",TAPS,"0.1 M",9,"PEG 20000","12% (w/v)",,,,,,
311,13A_C0306,,"Potassium phosphate-tribasic",K3PO4,"0.1 M",CAPS,"0.1 M",10,"PEG 20000","12% (w/v)",,,,,,
315,13A_C0307,,"Ammonium thiocyanate",NH4SCN,"0.1 M",HEPES,"0.1 M",7.5,"PEG 20000","12% (w/v)",,,,,,
319,13A_C0308,,"Manganese sulfate monohydrate",MnSO4*H2O,"0.1 M","Sodium Acetate","0.1 M",5,"PEG 20000","12% (w/v)",,,,,,
323,13A_C0309,"HR Crystal Screen Cryo - 32",,,,,,,"Ammonium Sulfate",1.5M,"Glycerol ","25% (v/v)",,,,
327,13A_C0310,"HR Crystal Screen Cryo - 33",,,,,,,"Sodium Formate",3.6M,"Glycerol ","10% (v/v)",,,,
331,13A_C0311,,"Magnesium nitrate hexahydrate",Mg(NO3)2*6H2O,"0.1 M","Sodium Acetate","0.1 M",5,"PEG 20000","12% (w/v)",,,,,,
335,13A_C0312,,"Magnesium nitrate hexahydrate",Mg(NO3)2*6H2O,"0.1 M",Tris,"0.1 M",8,"PEG 20000","12% (w/v)",,,,,,
483,13A_C0313,,"Magnesium nitrate hexahydrate",Mg(NO3)2*6H2O,"0.1 M","Bis-Tris Propane","0.1 M",7,"PEG 20000","12% (w/v)",,,,,,
487,13A_C0314,,"Ammonium bromide",NH4Br,"0.1 M","Bis-Tris Propane","0.1 M",7,"PEG 20000","24% (w/v)",,,,,,
491,13A_C0315,,"Ammonium chloride",NH4Cl,"0.1 M",MES,"0.1 M",6,"PEG 20000","24% (w/v)",,,,,,
495,13A_C0316,,"Ammonium chloride",NH4Cl,"0.1 M","Bis-Tris Propane","0.1 M",7,"PEG 20000","24% (w/v)",,,,,,
499,13A_C0317,,"Ammonium nitrate",NH4NO3,"0.1 M",Tris,"0.1 M",8,"PEG 20000","24% (w/v)",,,,,,
503,13A_C0318,,"Ammonium nitrate",NH4NO3,"0.1 M","Sodium Acetate","0.1 M",5,"PEG 20000","24% (w/v)",,,,,,
507,13A_C0319,,"Ammonium phosphate-monobasic",NH4H2PO4,"0.1 M","Sodium Citrate","0.1 M",4.2,"PEG 20000","24% (w/v)",,,,,,
511,13A_C0320,,"Ammonium phosphate-monobasic",NH4H2PO4,"0.1 M",Tris,"0.1 M",8,"PEG 20000","24% (w/v)",,,,,,
515,13A_C0321,,"Ammonium phosphate-dibasic",(NH4)2HPO4,"0.1 M","Bis-Tris Propane","0.1 M",7,"PEG 20000","12% (w/v)",,,,,,
519,13A_C0322,,"Ammonium sulfate",(NH4)2SO4,"0.1 M","Sodium Citrate","0.1 M",4.2,"PEG 20000","24% (w/v)",,,,,,
523,13A_C0323,,"Ammonium sulfate",(NH4)2SO4,"0.1 M",Tris,"0.1 M",8,"PEG 20000","24% (w/v)",,,,,,
527,13A_C0324,,"Ammonium sulfate",(NH4)2SO4,"0.1 M","Sodium Acetate","0.1 M",5,"PEG 20000","24% (w/v)",,,,,,
675,13A_C0325,"HR Crystal Screen Cryo - 9","Ammonium Acetate",,"0.17 M","Sodium Citrate tribasic dihydrate","0.085 M",5.6,"PEG 4000","25.5% (w/v)","Glycerol ","15% (v/v)",,,,
679,13A_C0326,,"Calcium acetate",Ca(C2H3O2)2,"0.1 M","Bis-Tris Propane","0.1 M",7,"PEG 20000","24% (w/v)",,,,,,
683,13A_C0327,,"Lithium bromide",LiBr,"0.1 M",CAPS,"0.1 M",10,"PEG 20000","24% (w/v)",,,,,,
687,13A_C0328,,"Lithium bromide",LiBr,"0.1 M",HEPES,"0.1 M",7.5,"PEG 20000","24% (w/v)",,,,,,
691,13A_C0329,,"Lithium bromide",LiBr,"0.1 M",MES,"0.1 M",6,"PEG 20000","24% (w/v)",,,,,,
695,13A_C0330,,"Lithium chloride",LiCl,"0.1 M",Tris,"0.1 M",8,"PEG 20000","24% (w/v)",,,,,,
699,13A_C0331,,"Magnesium Acetate tetrahydrate",Mg(C2H3O2)2*4H2O,"0.1 M",MES,"0.1 M",6,"PEG 20000","24% (w/v)",,,,,,
703,13A_C0332,,"Magnesium Acetate tetrahydrate",Mg(C2H3O2)2*4H2O,"0.1 M",TAPS,"0.1 M",9,"PEG 20000","24% (w/v)",,,,,,
707,13A_C0333,,"Magnesium Acetate tetrahydrate",Mg(C2H3O2)2*4H2O,"0.1 M","Sodium Acetate","0.1 M",5,"PEG 20000","24% (w/v)",,,,,,
711,13A_C0334,,"Magnesium chloride hexahydrate",MgCl2*6H2O,"0.1 M","Sodium Acetate","0.1 M",5,"PEG 20000","24% (w/v)",,,,,,
715,13A_C0335,,"Magnesium sulfate heptahydrate",MgSO4*7H2O,"0.1 M","Sodium Acetate","0.1 M",5,"PEG 20000","12% (w/v)",,,,,,
719,13A_C0336,,"Magnesium sulfate heptahydrate",MgSO4*7H2O,"0.1 M",MES,"0.1 M",6,"PEG 20000","12% (w/v)",,,,,,
867,13A_C0337,,"Magnesium sulfate heptahydrate",MgSO4*7H2O,"0.1 M",TAPS,"0.1 M",9,"PEG 20000","12% (w/v)",,,,,,
871,13A_C0338,,"Potassium acetate",KC2H3O2,"0.1 M",TAPS,"0.1 M",9,"PEG 20000","24% (w/v)",,,,,,
875,13A_C0339,,"Potassium bromide",KBr,"0.1 M",CAPS,"0.1 M",10,"PEG 20000","24% (w/v)",,,,,,
879,13A_C0340,,"Potassium bromide",KBr,"0.1 M",MES,"0.1 M",6,"PEG 20000","24% (w/v)",,,,,,
883,13A_C0341,,"Potassium carbonate",K2CO3,"0.1 M",MES,"0.1 M",6,"PEG 20000","24% (w/v)",,,,,,
887,13A_C0342,,"Potassium carbonate",K2CO3,"0.1 M",TAPS,"0.1 M",9,"PEG 20000","24% (w/v)",,,,,,
891,13A_C0343,,"Potassium chloride",KCl,"0.1 M",Tris,"0.1 M",8,"PEG 20000","24% (w/v)",,,,,,
895,13A_C0344,,"Potassium chloride",KCl,"0.1 M","Bis-Tris Propane","0.1 M",7,"PEG 20000","24% (w/v)",,,,,,
899,13A_C0345,,"Potassium chloride",KCl,"0.1 M","Sodium Citrate","0.1 M",4.2,"PEG 20000","24% (w/v)",,,,,,
903,13A_C0346,,"Potassium nitrate",KNO3,"0.1 M",HEPES,"0.1 M",7.5,"PEG 20000","24% (w/v)",,,,,,
907,13A_C0347,,"Potassium nitrate",KNO3,"0.1 M","Sodium Acetate","0.1 M",5,"PEG 20000","24% (w/v)",,,,,,
911,13A_C0348,,"Potassium nitrate",KNO3,"0.1 M",TAPS,"0.1 M",9,"PEG 20000","24% (w/v)",,,,,,
1059,13A_C0349,,"Potassium phosphate-monobasic",KH2PO4,"0.1 M",TAPS,"0.1 M",9,"PEG 20000","24% (w/v)",,,,,,
